zcta5,total_25yo,edu_gr9,edu_gr12_nd,edu_hs,edu_col_nd,edu_asc,edu_ba,edu_grad,edu_min_hs,edu_min_ba
12976,152,0,4,36,13,4,31,64,148,95
12977,1211,82,372,610,113,15,6,13,757,19
12978,234,0,36,111,65,22,0,0,198,0
12979,1787,74,173,658,348,171,169,194,1540,363
12980,902,27,92,383,128,138,49,85,783,134
12981,1603,32,134,699,234,178,152,174,1437,326
12983,5380,63,341,1005,1106,692,1130,1043,4976,2173
12985,724,21,110,331,103,37,62,60,593,122
12986,4046,119,291,1252,858,621,563,342,3636,905
12987,120,0,5,4,30,20,39,22,115,61
12989,741,12,39,199,148,146,120,77,690,197
12992,2852,91,231,1077,590,300,348,215,2530,563
12993,1225,32,20,413,174,148,172,266,1173,438
12996,1602,25,84,418,259,370,233,213,1493,446
12997,984,19,20,251,244,108,186,156,945,342
12998,183,11,7,98,67,0,0,0,165,0
13020,79,0,9,31,3,18,9,9,70,18
13021,27621,749,1900,8021,5549,4316,4020,3066,24972,7086
13024,1298,155,717,250,42,128,6,0,426,6
13026,1066,8,44,231,150,222,179,232,1014,411
13027,24703,208,912,5271,4494,3432,5981,4405,23583,10386
13028,580,7,0,158,183,114,68,50,573,118
13029,5487,100,244,1321,685,1359,997,781,5143,1778
13030,2815,20,121,1079,638,181,391,385,2674,776
13031,11642,154,387,2497,2195,1530,2744,2135,11101,4879
13032,9556,269,503,3784,1544,1685,878,893,8784,1771
13033,2387,25,81,990,495,368,259,169,2281,428
13034,1423,37,86,496,260,176,179,189,1300,368
13035,5504,61,154,1031,785,662,1445,1366,5289,2811
13036,6581,116,302,2481,1230,1034,909,509,6163,1418
13037,6715,43,209,2274,1144,903,1078,1064,6463,2142
13039,12053,133,332,2936,2173,2117,2558,1804,11588,4362
13040,1848,31,175,762,328,242,159,151,1642,310
13041,8630,198,415,2127,1169,1554,1982,1185,8017,3167
13042,1481,14,129,534,315,133,258,98,1338,356
13044,2105,13,303,708,335,531,169,46,1789,215
13045,16538,890,803,4511,3379,2006,2642,2307,14845,4949
13051,37,0,0,0,37,0,0,0,37,0
13052,1285,28,43,538,209,180,199,88,1214,287
13053,3049,57,100,684,522,362,708,616,2892,1324
13054,827,0,2,370,139,69,209,38,825,247
13057,10947,178,711,3012,2243,1486,1907,1410,10058,3317
13060,1945,87,139,661,355,398,198,107,1719,305
13061,508,2,17,120,88,106,80,95,489,175
13062,180,1,0,53,0,65,61,0,179,61
13063,1402,14,56,523,105,295,102,307,1332,409
13065,147,0,17,81,34,15,0,0,130,0
13066,9260,57,283,950,1102,763,2631,3474,8920,6105
13068,3526,0,105,882,634,486,734,685,3421,1419
13069,16365,485,1290,6708,2719,2230,1847,1086,14590,2933
13071,577,27,32,219,73,94,85,47,518,132
13072,684,7,56,310,116,97,70,28,621,98
13073,4536,58,181,1783,730,462,739,583,4297,1322
13074,3128,39,252,1601,654,206,301,75,2837,376
13076,1767,78,72,724,451,180,173,89,1617,262
13077,4901,41,230,1453,861,572,978,766,4630,1744
13078,7745,182,370,1509,1029,690,1713,2252,7193,3965
13080,2663,38,164,947,450,379,358,327,2461,685
13081,868,2,32,171,94,124,242,203,834,445
13082,2817,28,77,1110,551,406,465,180,2712,645
13083,1522,35,160,507,310,204,205,101,1327,306
13084,2787,16,77,769,556,464,320,585,2694,905
13087,117,0,0,18,29,19,29,22,117,51
13088,16476,400,866,4366,3128,2336,3383,1997,15210,5380
13090,20080,427,864,4279,3350,2832,4629,3699,18789,8328
13092,1763,34,171,742,344,211,186,75,1558,261
13101,1512,40,85,620,356,178,164,69,1387,233
13102,52,0,0,33,0,0,19,0,52,19
13103,172,6,43,75,30,9,9,0,123,9
13104,11753,268,211,1696,1619,756,3436,3767,11274,7203
13108,4789,33,143,1063,699,771,1174,906,4613,2080
13110,1839,39,60,397,295,209,507,332,1740,839
13111,1103,25,126,459,163,109,126,95,952,221
13112,1178,8,73,568,185,102,107,135,1097,242
13113,44,0,2,17,11,12,2,0,42,2
13114,5284,164,668,1808,992,707,597,348,4452,945
13115,163,6,0,52,32,20,19,34,157,53
13116,2728,63,338,802,465,231,511,318,2327,829
13117,197,5,26,129,12,15,6,4,166,10
13118,4336,246,549,1468,786,595,466,226,3541,692
13119,0,0,0,0,0,0,0,0,0,0
13120,1647,54,110,702,430,113,122,116,1483,238
13121,0,0,0,0,0,0,0,0,0,0
13122,756,0,27,295,120,173,120,21,729,141
13123,32,0,32,0,0,0,0,0,0,0
13124,80,1,1,34,11,13,13,7,78,20
13126,22219,502,1343,7528,3976,2604,3335,2931,20374,6266
13131,2337,118,254,777,405,307,330,146,1965,476
13132,2575,113,42,784,394,455,419,368,2420,787
13134,131,0,0,88,16,7,12,8,131,20
13135,4345,30,333,1490,783,580,559,570,3982,1129
13136,221,0,23,129,21,17,12,19,198,31
13138,116,0,0,37,4,52,23,0,116,23
13140,3141,243,329,1370,559,364,165,111,2569,276
13141,494,6,17,175,86,93,68,49,471,117
13142,4395,160,219,1536,1056,516,574,334,4016,908
13143,1562,31,109,688,261,133,192,148,1422,340
13144,858,16,165,353,131,86,78,29,677,107
13145,1167,9,132,439,125,215,158,89,1026,247
13146,1448,177,85,707,268,96,65,50,1186,115
13147,674,104,57,222,110,89,40,52,513,92
13148,8044,393,866,2584,1282,1074,1139,706,6785,1845
13152,5828,50,136,1011,760,645,1672,1554,5642,3226
13153,183,0,5,99,23,9,0,47,178,47
13154,22,0,0,11,11,0,0,0,22,0
13155,414,10,21,171,82,48,38,44,383,82
13156,1714,83,7,525,374,295,240,190,1624,430
13157,420,0,51,178,41,67,36,47,369,83
13158,1026,26,59,389,206,76,186,84,941,270
13159,3676,31,128,801,605,558,857,696,3517,1553
13160,1498,27,54,362,278,241,272,264,1417,536
13162,239,0,0,152,19,3,52,13,239,65
13163,255,9,17,106,41,31,36,15,229,51
13164,1611,0,54,377,286,202,468,224,1557,692
13165,6957,258,404,2477,1238,1294,831,455,6295,1286
13166,4318,78,231,1603,749,605,702,350,4009,1052
13167,2134,40,238,795,493,185,259,124,1856,383
13202,4808,421,592,1377,500,266,775,877,3795,1652
13203,11848,656,1289,3350,2018,1216,1804,1515,9903,3319
13204,12527,562,1334,4245,2120,1353,1838,1075,10631,2913
13205,11750,637,1397,3778,2267,1148,1444,1079,9716,2523
13206,12275,614,686,3142,2773,1712,2099,1249,10975,3348
13207,8707,194,627,2426,1637,988,1688,1147,7886,2835
13208,14973,1524,2240,4820,2663,1330,1588,808,11209,2396
13209,9943,296,633,3417,1711,1241,1655,990,9014,2645
13210,10192,330,712,1476,1798,633,2231,3012,9150,5243
13211,3943,67,318,1660,735,549,531,83,3558,614
13212,15561,213,756,5002,2961,2318,2805,1506,14592,4311
13214,5279,102,181,1078,658,530,1207,1523,4996,2730
13215,10261,163,286,2146,1411,1327,2552,2376,9812,4928
13219,11295,304,384,2608,1747,1405,2851,1996,10607,4847
13224,6109,264,246,937,818,572,1326,1946,5599,3272
13244,28,0,0,0,0,0,19,9,28,28
13290,0,0,0,0,0,0,0,0,0,0
13301,117,0,0,0,24,11,43,39,117,82
13302,990,90,67,386,189,158,73,27,833,100
13303,1028,20,13,336,295,106,108,150,995,258
13304,1300,27,31,301,193,225,424,99,1242,523
13305,159,0,22,66,50,0,8,13,137,21
13308,3267,135,290,1091,600,518,495,138,2842,633
13309,4335,135,269,1921,609,556,568,277,3931,845
13310,554,0,6,272,47,114,85,30,548,115
13312,272,0,0,82,22,56,50,62,272,112
13313,439,14,74,241,59,35,6,10,351,16
13314,79,0,32,14,15,4,14,0,47,14
13315,959,75,34,363,157,132,89,109,850,198
13316,4361,127,279,1981,547,494,623,310,3955,933
13317,2470,174,157,958,426,350,288,117,2139,405
13318,712,5,37,324,178,47,93,28,670,121
13319,463,0,45,167,141,0,75,35,418,110
13320,1374,44,46,444,181,220,277,162,1284,439
13321,618,22,9,199,31,224,107,26,587,133
13322,811,12,70,275,149,114,105,86,729,191
13323,7407,126,112,1434,820,1112,1752,2051,7169,3803
13324,1324,65,108,467,300,158,129,97,1151,226
13325,679,2,58,326,94,107,30,62,619,92
13326,3700,64,63,834,500,391,841,1007,3573,1848
13327,1468,24,108,727,168,86,217,138,1336,355
13328,1091,42,49,313,130,214,202,141,1000,343
13329,2479,66,166,1081,490,351,178,147,2247,325
13331,69,0,0,5,0,34,7,23,69,30
13332,1790,130,143,541,297,185,211,283,1517,494
13333,44,0,0,14,3,14,0,13,44,13
13334,719,15,14,243,127,248,49,23,690,72
13335,870,65,93,343,127,104,99,39,712,138
13337,547,0,10,76,108,62,98,193,537,291
13338,914,5,88,223,200,151,179,68,821,247
13339,3957,148,257,1522,862,458,378,332,3552,710
13340,5200,218,225,1873,840,926,661,457,4757,1118
13342,141,17,10,41,13,21,24,15,114,39
13343,1184,0,77,596,145,153,109,104,1107,213
13345,122,4,3,70,18,7,9,11,115,20
13346,2914,40,96,791,268,383,486,850,2778,1336
13348,1061,20,60,345,155,137,202,142,981,344
13350,7288,290,418,2601,1490,1097,918,474,6580,1392
13352,5,0,0,0,2,3,0,0,5,0
13353,32,0,2,18,8,0,3,1,30,4
13354,2262,120,57,721,321,442,255,346,2085,601
13355,850,37,142,350,142,71,54,54,671,108
13357,7554,64,456,2389,1519,1269,1138,719,7034,1857
13360,63,0,5,2,15,25,16,0,58,16
13361,464,40,18,117,67,63,85,74,406,159
13363,1625,21,124,606,207,359,199,109,1480,308
13364,205,0,8,76,111,5,5,0,197,5
13365,5318,108,290,1689,1044,1026,649,512,4920,1161
13367,6101,241,356,2315,800,1006,831,552,5504,1383
13368,758,9,39,357,131,90,68,64,710,132
13402,761,2,13,410,100,50,72,114,746,186
13403,4839,224,785,1405,880,563,470,512,3830,982
13404,81,0,7,51,0,9,14,0,74,14
13406,330,1,19,134,48,83,28,17,310,45
13407,3561,57,156,1301,583,699,584,181,3348,765
13408,1517,83,61,507,255,391,140,80,1373,220
13409,1594,12,60,577,372,363,152,58,1522,210
13410,453,11,81,193,70,23,49,26,361,75
13411,2005,47,191,762,366,230,225,184,1767,409
13413,12045,299,280,2463,1724,1377,2992,2910,11466,5902
13415,79,0,0,37,7,9,22,4,79,26
13416,1562,27,109,516,292,339,175,104,1426,279
13417,2579,6,81,501,681,307,510,493,2492,1003
13418,139,4,3,56,24,12,40,0,132,40
13420,1021,156,24,314,43,0,213,271,841,484
13421,9275,174,737,2870,1749,1385,1336,1024,8364,2360
13424,1710,19,117,463,356,269,222,264,1574,486
13425,1337,33,75,521,193,230,155,130,1229,285
13428,1196,15,51,517,158,146,132,177,1130,309
13431,1319,24,69,461,158,265,186,156,1226,342
13433,997,38,65,548,166,58,28,94,894,122
13435,142,0,11,38,54,16,4,19,131,23
13436,83,3,6,23,13,15,7,16,74,23
13437,239,7,22,133,21,24,19,13,210,32
13438,2279,5,120,917,507,229,326,175,2154,501
13439,2572,75,238,811,436,263,467,282,2259,749
13440,29894,1106,2507,9424,6874,3473,3702,2808,26281,6510
13441,154,0,0,0,25,0,52,77,154,129
13450,97,0,9,40,40,4,4,0,88,4
13452,3447,169,402,1256,689,477,229,225,2876,454
13454,610,15,13,263,82,137,59,41,582,100
13455,19,0,0,11,0,0,0,8,19,8
13456,2594,21,55,836,256,494,585,347,2518,932
13457,30,12,0,14,0,2,2,0,18,2
13459,1369,53,85,491,318,126,222,74,1231,296
13460,3010,131,243,1182,533,454,296,171,2636,467
13461,2215,48,36,449,368,469,489,356,2131,845
13464,897,14,94,492,152,78,49,18,789,67
13468,192,0,15,56,31,58,24,8,177,32
13469,860,24,0,54,201,270,130,181,836,311
13470,511,31,76,181,69,83,48,23,404,71
13471,1925,129,172,784,446,195,126,73,1624,199
13472,206,0,0,34,0,56,99,17,206,116
13473,777,7,46,338,141,138,48,59,724,107
13475,36,0,0,17,10,0,0,9,36,9
13476,2082,36,187,902,324,276,248,109,1859,357
13477,912,37,35,450,170,101,72,47,840,119
13478,2186,27,38,698,593,428,274,128,2121,402
13480,2433,72,101,1042,469,276,329,144,2260,473
13482,55,0,0,20,14,16,0,5,55,5
13483,284,0,6,189,28,3,46,12,278,58
13484,29,0,0,29,0,0,0,0,29,0
13485,1005,47,51,398,203,132,108,66,907,174
13486,535,21,45,219,59,50,89,52,469,141
13488,128,0,13,86,2,7,14,6,115,20
13489,335,5,18,140,64,58,18,32,312,50
13490,798,9,0,131,211,162,126,159,789,285
13491,2523,144,154,991,405,272,356,201,2225,557
13492,8170,230,141,2075,1496,940,1937,1351,7799,3288
13493,1358,43,155,647,169,142,112,90,1160,202
13494,172,8,21,65,24,10,17,27,143,44
13495,1443,30,39,435,317,248,216,158,1374,374
13501,25180,3370,2108,7764,4067,2658,2936,2277,19702,5213
13502,22274,1048,1731,6759,4564,2764,3204,2204,19495,5408
13601,25642,820,1677,8325,5225,3118,3604,2873,23145,6477
13602,401,0,0,149,168,42,42,0,401,42
13603,6089,59,41,953,2305,792,1591,348,5989,1939
13605,3449,37,277,1154,554,693,395,339,3135,734
13606,1814,13,202,531,251,260,256,301,1599,557
13607,1473,25,28,470,303,166,312,169,1420,481
13608,1211,29,94,529,230,189,71,69,1088,140
13611,212,0,15,71,22,28,31,45,197,76
13612,2052,12,25,933,455,159,334,134,2015,468
13613,1870,86,113,967,304,162,135,103,1671,238
13614,220,0,8,101,51,21,22,17,212,39
13615,507,2,0,202,126,65,75,37,505,112
13616,1256,226,122,223,317,132,132,104,908,236
13617,6605,240,215,1503,988,1287,1161,1211,6150,2372
13618,1324,18,28,386,269,164,269,190,1278,459
13619,6791,204,581,2730,1165,606,1011,494,6006,1505
13620,1320,69,111,477,193,174,146,150,1140,296
13621,327,0,26,122,51,33,50,45,301,95
13622,1304,28,65,333,318,149,234,177,1211,411
13623,47,0,0,30,15,2,0,0,47,0
13624,3827,141,388,998,720,521,528,531,3298,1059
13625,1192,24,32,415,164,146,236,175,1136,411
13626,1639,41,37,795,273,209,179,105,1561,284
13628,137,0,7,45,25,20,29,11,130,40
13630,917,91,99,332,137,138,56,64,727,120
13632,107,0,0,56,13,38,0,0,107,0
13633,170,32,16,57,14,25,22,4,122,26
13634,2846,85,122,1035,572,401,307,324,2639,631
13635,771,7,81,358,141,96,43,45,683,88
13636,98,1,11,44,15,5,16,6,86,22
13637,2543,9,54,826,714,359,458,123,2480,581
13638,174,0,0,69,77,28,0,0,174,0
13639,24,3,0,5,13,0,0,3,21,3
13640,241,6,0,71,0,32,80,52,235,132
13641,54,0,0,18,16,11,9,0,54,9
13642,6835,277,743,2584,1208,746,786,491,5815,1277
13643,24,0,0,10,0,0,14,0,24,14
13645,0,0,0,0,0,0,0,0,0,0
13646,1517,64,86,493,310,176,207,181,1367,388
13647,76,0,0,22,23,0,0,31,76,31
13648,1432,40,85,550,293,227,149,88,1307,237
13649,30,0,0,14,7,0,9,0,30,9
13650,1026,5,39,272,259,178,149,124,982,273
13651,122,0,0,5,14,15,45,43,122,88
13652,1118,49,44,468,168,135,151,103,1025,254
13654,1435,172,73,367,327,215,171,110,1190,281
13655,2368,40,55,595,546,556,411,165,2273,576
13656,1837,221,172,836,202,198,145,63,1444,208
13658,1800,59,66,565,424,326,214,146,1675,360
13659,267,9,25,117,50,16,37,13,233,50
13660,1212,43,70,485,205,165,128,116,1099,244
13661,1166,10,48,515,247,142,103,101,1108,204
13662,11722,534,618,4598,1981,1268,1482,1241,10570,2723
13664,338,68,13,116,47,30,33,31,257,64
13665,632,12,91,326,102,42,52,7,529,59
13666,125,4,0,79,16,16,4,6,121,10
13667,2282,276,143,961,367,334,93,108,1863,201
13668,2347,101,115,925,371,300,297,238,2131,535
13669,10868,615,1115,3713,2107,1200,1186,932,9138,2118
13670,292,6,60,121,45,44,10,6,226,16
13672,290,9,6,121,64,21,31,38,275,69
13673,1265,9,87,493,313,164,82,117,1169,199
13674,87,0,0,0,9,0,21,57,87,78
13675,33,0,0,0,9,12,12,0,33,12
13676,8248,139,396,2274,1395,931,1277,1836,7713,3113
13678,58,0,0,58,0,0,0,0,58,0
13679,742,6,31,215,150,105,153,82,705,235
13680,772,88,50,247,112,132,55,88,634,143
13681,640,54,83,300,93,70,28,12,503,40
13682,588,12,7,241,109,103,68,48,569,116
13683,27,0,0,0,0,27,0,0,27,0
13684,782,44,53,365,98,107,51,64,685,115
13685,1717,37,19,549,211,133,351,417,1661,768
13687,410,6,29,168,27,58,78,44,375,122
13690,553,29,64,185,76,81,37,81,460,118
13691,2117,15,113,640,597,417,164,171,1989,335
13692,196,0,0,8,49,23,10,106,196,116
13693,278,0,0,87,73,24,79,15,278,94
13694,997,29,47,377,98,124,109,213,921,322
13695,127,0,0,24,15,14,32,42,127,74
13696,174,0,0,118,56,0,0,0,174,0
13697,1515,3,110,615,274,246,122,145,1402,267
13699,11,0,0,11,0,0,0,0,11,0
13730,2266,52,194,1074,526,221,151,48,2020,199
13731,884,10,46,260,180,79,167,142,828,309
13732,5341,41,127,1405,913,920,1067,868,5173,1935
13733,3751,119,351,1593,535,399,458,296,3281,754
13734,1681,25,118,932,311,130,78,87,1538,165
13736,1311,39,86,543,192,179,116,156,1186,272
13738,16,0,9,0,7,0,0,0,7,0
13739,681,25,37,218,117,94,105,85,619,190
13740,433,5,22,96,43,72,113,82,406,195
13743,2471,48,155,957,435,492,248,136,2268,384
13744,825,6,94,272,193,159,88,13,725,101
13746,1651,42,108,783,289,164,168,97,1501,265
13747,29,0,0,0,0,29,0,0,29,0
13748,2781,19,294,900,722,594,116,136,2468,252
13750,547,0,15,209,132,35,111,45,532,156
13751,100,0,0,8,8,23,53,8,100,61
13752,523,11,29,251,41,41,80,70,483,150
13753,3102,52,142,706,516,488,593,605,2908,1198
13754,1962,37,144,813,430,275,148,115,1781,263
13755,723,3,37,403,115,84,52,29,683,81
13756,541,8,51,244,59,29,71,79,482,150
13757,1066,5,89,286,234,122,150,180,972,330
13760,30514,739,1488,8582,5481,4001,5485,4738,28287,10223
13774,130,12,7,92,15,4,0,0,111,0
13775,1396,6,52,515,308,185,143,187,1338,330
13776,295,2,5,100,48,20,60,60,288,120
13777,297,0,17,153,53,20,19,35,280,54
13778,3797,58,153,1422,715,580,341,528,3586,869
13780,561,32,42,231,77,73,78,28,487,106
13782,604,19,79,239,70,62,91,44,506,135
13783,1862,96,172,761,355,160,188,130,1594,318
13784,224,0,102,64,32,12,6,8,122,14
13786,295,5,42,116,30,46,11,45,248,56
13787,2255,79,205,941,510,186,132,202,1971,334
13788,794,13,42,193,126,74,152,194,739,346
13790,12811,565,797,3829,2065,1875,2328,1352,11449,3680
13795,2345,0,90,900,629,445,200,81,2255,281
13796,817,31,26,279,173,74,138,96,760,234
13797,1362,23,160,589,179,178,115,118,1179,233
13801,1128,48,120,492,163,122,115,68,960,183
13802,701,9,10,262,264,12,41,103,682,144
13803,2660,144,229,1005,527,386,175,194,2287,369
13804,115,3,12,65,16,10,7,2,100,9
13806,156,8,0,51,24,36,25,12,148,37
13807,985,12,80,384,67,150,171,121,893,292
13808,896,10,59,277,152,80,136,182,827,318
13809,1270,23,66,575,325,115,90,76,1181,166
13810,955,0,8,295,266,62,188,136,947,324
13811,2873,83,188,908,400,383,608,303,2602,911
13812,1637,67,114,664,287,161,218,126,1456,344
13813,573,0,5,187,120,131,19,111,568,130
13814,11,0,0,8,0,0,0,3,11,3
13815,9346,218,759,3515,1676,988,1147,1043,8369,2190
13820,13026,143,745,3484,2323,1191,2799,2341,12138,5140
13825,2196,36,157,864,330,239,239,331,2003,570
13826,91,0,0,31,47,13,0,0,91,0
13827,8412,151,596,2583,1269,1290,1658,865,7665,2523
13830,3543,134,336,1394,653,545,233,248,3073,481
13832,311,12,46,170,24,24,23,12,253,35
13833,2547,53,313,1139,316,315,224,187,2181,411
13834,118,0,0,71,28,10,9,0,118,9
13835,962,51,83,379,131,110,133,75,828,208
13838,2694,73,182,1070,431,412,296,230,2439,526
13839,927,3,139,443,173,56,41,72,785,113
13841,313,10,46,136,36,15,28,42,257,70
13842,475,4,54,210,69,51,31,56,417,87
13843,1468,33,206,514,194,240,149,132,1229,281
13844,446,17,17,230,86,59,29,8,412,37
13846,314,5,16,151,12,37,64,29,293,93
13847,14,0,0,0,11,3,0,0,14,0
13849,3360,71,269,1379,439,457,412,333,3020,745
13850,15961,397,546,3629,2163,2271,3353,3602,15018,6955
13856,4539,137,254,2156,550,401,517,524,4148,1041
13859,73,0,0,47,10,0,16,0,73,16
13860,171,0,0,60,0,0,18,93,171,111
13861,379,0,42,51,27,32,147,80,337,227
13862,2487,27,112,1002,492,298,271,285,2348,556
13863,354,0,69,151,28,57,35,14,285,49
13864,844,19,0,322,143,164,138,58,825,196
13865,4315,28,292,1619,814,500,558,504,3995,1062
13901,13701,589,1183,4527,2392,1514,1761,1735,11929,3496
13902,30,0,0,0,30,0,0,0,30,0
13903,12793,243,963,3234,2027,1861,2573,1892,11587,4465
13904,6604,344,861,2135,1231,825,757,451,5399,1208
13905,17559,717,986,4628,3106,1822,2995,3305,15856,6300
14001,6750,69,439,1938,1616,843,1165,680,6242,1845
14004,8571,317,575,3314,1400,1196,1100,669,7679,1769
14005,1388,5,84,562,271,134,214,118,1299,332
14006,6922,175,400,2407,1409,911,933,687,6347,1620
14008,1082,41,111,371,189,158,137,75,930,212
14009,3858,47,171,1548,748,565,410,369,3640,779
14011,5871,405,1273,1782,813,693,569,336,4193,905
14012,2154,37,166,866,396,309,261,119,1951,380
14013,1218,29,52,472,215,156,203,91,1137,294
14020,16380,506,830,5637,2969,2739,1945,1754,15044,3699
14024,1073,33,43,450,188,196,98,65,997,163
14025,2953,11,87,1055,404,151,763,482,2855,1245
14026,420,0,36,27,64,74,131,88,384,219
14027,34,0,0,19,9,6,0,0,34,0
14028,1211,10,55,532,239,147,120,108,1146,228
14029,28,0,5,13,0,8,0,2,23,2
14030,1428,57,76,604,220,217,200,54,1295,254
14031,7497,49,74,1451,1329,881,1658,2055,7374,3713
14032,7144,114,165,1056,965,706,1898,2240,6865,4138
14033,1140,14,16,343,131,144,346,146,1110,492
14034,2002,61,192,850,330,221,208,140,1749,348
14035,38,1,0,1,30,0,0,6,37,6
14036,4246,119,95,2106,636,354,681,255,4032,936
14037,762,20,23,375,170,114,44,16,719,60
14039,59,0,2,28,14,12,3,0,57,3
14040,1207,24,114,428,161,274,106,100,1069,206
14041,115,0,13,45,35,10,8,4,102,12
14042,3104,85,329,1130,668,454,255,183,2690,438
14043,18318,359,798,6414,3473,2538,2661,2075,17161,4736
14047,5001,285,180,1956,921,570,679,410,4536,1089
14048,10834,649,716,4047,2045,1353,1157,867,9469,2024
14051,14199,450,220,1813,1683,1105,3984,4944,13529,8928
14052,13829,255,249,3404,1565,1782,3745,2829,13325,6574
14054,938,2,81,366,171,98,111,109,855,220
14055,1116,6,48,433,134,137,176,182,1062,358
14056,135,0,40,0,95,0,0,0,95,0
14057,5600,102,167,1775,816,998,994,748,5331,1742
14058,1490,30,84,447,289,275,209,156,1376,365
14059,6766,50,140,1806,1142,716,1472,1440,6576,2912
14060,293,11,28,120,78,25,24,7,254,31
14061,71,7,0,31,0,19,6,8,64,14
14062,2296,78,174,893,366,431,217,137,2044,354
14063,8207,217,224,2549,1294,738,1362,1823,7766,3185
14065,1050,72,43,540,119,133,82,61,935,143
14066,853,20,71,323,151,116,106,66,762,172
14067,2818,60,141,836,475,389,635,282,2617,917
14068,5580,206,110,983,744,474,1638,1425,5264,3063
14069,485,2,58,146,45,53,102,79,425,181
14070,4015,225,240,1768,660,482,411,229,3550,640
14072,15598,425,237,3272,3110,2013,3367,3174,14936,6541
14075,32676,390,984,7643,5951,5515,7093,5100,31302,12193
14080,2991,44,141,986,670,530,373,247,2806,620
14081,2083,61,110,809,369,212,353,169,1912,522
14082,412,0,43,120,67,17,97,68,369,165
14083,10,0,5,5,0,0,0,0,5,0
14085,5648,112,121,1376,828,629,1560,1022,5415,2582
14086,25721,402,795,6260,4776,3751,5228,4509,24524,9737
14091,1092,0,74,521,103,226,126,42,1018,168
14092,8168,71,324,1787,1686,1157,1683,1460,7773,3143
14094,36002,871,2039,10287,6978,5698,5699,4430,33092,10129
14098,2062,126,154,727,419,193,287,156,1782,443
14101,1356,13,90,568,381,108,120,76,1253,196
14102,1123,0,68,466,81,81,245,182,1055,427
14103,7648,362,882,2382,1577,840,1027,578,6404,1605
14105,3655,45,264,1391,571,548,509,327,3346,836
14108,3670,146,139,1094,818,487,492,494,3385,986
14109,0,0,0,0,0,0,0,0,0,0
14111,2257,17,150,930,395,311,286,168,2090,454
14112,40,0,0,13,0,14,0,13,40,13
14113,505,0,33,201,119,33,49,70,472,119
14120,32883,711,1380,10240,5576,4716,6411,3849,30792,10260
14125,2598,178,257,1104,283,307,317,152,2163,469
14126,325,0,0,152,30,56,37,50,325,87
14127,22651,104,648,4166,2817,3000,5864,6052,21899,11916
14129,938,86,82,296,115,115,129,115,770,244
14130,66,5,0,37,2,15,0,7,61,7
14131,3941,28,261,1675,776,482,384,335,3652,719
14132,4595,127,466,1319,659,856,743,425,4002,1168
14134,54,10,16,5,11,0,12,0,28,12
14135,94,0,5,50,0,34,0,5,89,5
14136,3798,109,178,1183,825,466,702,335,3511,1037
14138,1329,74,112,520,212,129,207,75,1143,282
14139,1255,0,35,373,241,210,276,120,1220,396
14141,5420,135,240,2129,635,713,963,605,5045,1568
14143,733,3,24,264,170,73,90,109,706,199
14145,917,5,9,399,113,158,158,75,903,233
14150,31464,883,950,8900,6543,4421,6164,3603,29631,9767
14166,195,0,0,19,31,14,64,67,195,131
14167,1312,32,44,531,183,317,133,72,1236,205
14168,56,0,25,0,6,14,11,0,31,11
14169,80,8,0,56,16,0,0,0,72,0
14170,1646,38,19,534,145,283,375,252,1589,627
14171,1301,6,47,558,297,164,172,57,1248,229
14172,2309,44,53,773,429,388,278,344,2212,622
14173,117,0,0,96,0,21,0,0,117,0
14174,4212,21,51,1033,1008,527,948,624,4140,1572
14201,8404,729,717,2108,1224,445,1862,1319,6958,3181
14202,2930,133,118,840,398,175,735,531,2679,1266
14203,1873,103,154,393,238,173,481,331,1616,812
14204,5691,358,645,1608,1441,609,698,332,4688,1030
14206,15547,609,1532,5456,3257,1879,1767,1047,13406,2814
14207,15533,1699,1360,5348,2876,1514,1882,854,12474,2736
14208,7096,278,735,1989,1706,772,866,750,6083,1616
14209,6076,180,277,834,1425,637,1360,1363,5619,2723
14210,11324,553,1222,4346,2132,1214,1297,560,9549,1857
14211,14824,1138,1372,5548,2912,1598,1459,797,12314,2256
14212,8479,595,1454,2914,1795,712,614,395,6430,1009
14213,14983,1590,1679,2848,2573,909,3253,2131,11714,5384
14214,13117,281,875,2344,2340,948,2607,3722,11961,6329
14215,25680,1078,2250,7438,6230,3723,3287,1674,22352,4961
14216,18068,334,865,3022,2891,1369,5318,4269,16869,9587
14217,17109,492,502,4038,2957,2108,3958,3054,16115,7012
14218,14781,660,1241,4877,3210,1707,2190,896,12880,3086
14219,8546,104,375,3353,1666,1482,1171,395,8067,1566
14220,17316,350,760,5822,3160,2566,2869,1789,16206,4658
14221,40755,676,901,6209,6194,3770,10861,12144,39178,23005
14222,10930,69,164,1536,1585,678,3089,3809,10697,6898
14223,17104,180,388,3277,3797,1970,4405,3087,16536,7492
14224,30400,624,972,8718,5576,4693,6267,3550,28804,9817
14225,25047,620,1343,8639,4528,2892,4634,2391,23084,7025
14226,20080,470,424,2765,2875,2027,5844,5675,19186,11519
14227,16455,245,649,6012,3695,2028,2512,1314,15561,3826
14228,16159,644,779,2640,2095,1835,4253,3913,14736,8166
14260,1,0,0,0,0,0,0,1,1,1
14261,71,0,0,0,8,0,22,41,71,63
14301,8983,420,1108,3302,1585,989,847,732,7455,1579
14302,206,25,18,134,0,0,29,0,163,29
