zcta5,total_25yo,edu_gr9,edu_gr12_nd,edu_hs,edu_col_nd,edu_asc,edu_ba,edu_grad,edu_min_hs,edu_min_ba
11777,6701,106,171,967,722,402,1605,2728,6424,4333
11778,8378,309,177,2459,1616,736,1736,1345,7892,3081
11779,26800,717,866,8921,5279,2922,4670,3425,25217,8095
11780,11020,198,279,1825,1817,989,2904,3008,10543,5912
11782,10730,162,280,1926,1730,883,3207,2542,10288,5749
11783,15217,319,209,3575,2591,1733,3870,2920,14689,6790
11784,17193,488,647,5694,3294,2157,2875,2038,16058,4913
11786,4235,229,95,779,713,505,780,1134,3911,1914
11787,24159,584,541,4800,3467,2416,6742,5609,23034,12351
11788,11904,447,395,2298,1689,1322,3237,2516,11062,5753
11789,5055,17,94,1284,1061,560,1124,915,4944,2039
11790,9037,27,77,1212,862,773,2324,3762,8933,6086
11791,17009,317,321,1959,1571,1074,5768,5999,16371,11767
11792,6075,224,204,1104,1154,506,1229,1654,5647,2883
11793,21418,429,322,4753,3599,1875,5669,4771,20667,10440
11794,57,0,0,0,5,1,44,7,57,51
11795,17538,290,377,3826,2828,2043,4272,3902,16871,8174
11796,2782,52,75,676,527,308,526,618,2655,1144
11797,6910,157,147,998,698,316,2383,2211,6606,4594
11798,11687,2056,1151,3614,1871,589,1404,1002,8480,2406
11801,30147,1424,1223,7544,4444,2835,7672,5005,27500,12677
11803,21105,229,355,2696,2504,1143,6951,7227,20521,14178
11804,3044,6,39,495,342,101,991,1070,2999,2061
11901,23586,2561,2089,8298,3411,2057,3051,2119,18936,5170
11930,602,2,0,112,25,72,198,193,600,391
11931,0,0,0,0,0,0,0,0,0,0
11932,786,33,34,130,40,41,382,126,719,508
11933,5377,154,211,1589,1083,712,863,765,5012,1628
11934,5150,164,191,1090,933,790,886,1096,4795,1982
11935,2425,39,61,278,408,326,795,518,2325,1313
11937,15446,793,481,3149,1605,1095,4319,4004,14172,8323
11939,1303,30,0,272,219,233,320,229,1273,549
11940,3841,160,32,1204,837,400,568,640,3649,1208
11941,1896,49,68,440,284,377,414,264,1779,678
11942,4183,134,228,528,728,509,1103,953,3821,2056
11944,3934,314,180,821,770,250,976,623,3440,1599
11946,12351,1012,588,2868,2069,903,2707,2204,10751,4911
11947,153,0,0,84,69,0,0,0,153,0
11948,412,0,4,130,14,76,72,116,408,188
11949,9739,102,236,3445,2210,915,1408,1423,9401,2831
11950,10246,620,973,4248,1751,876,1137,641,8653,1778
11951,9756,337,901,3590,1646,1432,1114,736,8518,1850
11952,4034,221,67,733,864,270,1165,714,3746,1879
11953,10112,227,641,3136,2080,783,1794,1451,9244,3245
11954,3251,40,96,684,543,281,1009,598,3115,1607
11955,2264,72,75,722,341,293,476,285,2117,761
11956,243,0,4,31,35,21,113,39,239,152
11957,1135,22,6,216,180,62,366,283,1107,649
11958,680,100,0,174,66,70,144,126,580,270
11959,436,7,1,168,52,53,103,52,428,155
11960,764,0,11,190,60,40,279,184,753,463
11961,9895,258,385,3365,1809,835,1917,1326,9252,3243
11962,269,37,0,41,14,16,90,71,232,161
11963,6308,54,308,1240,846,230,1781,1849,5946,3630
11964,2106,0,291,282,279,60,555,639,1815,1194
11965,341,0,3,0,47,0,205,86,338,291
11967,18648,872,1012,6742,4108,2175,2433,1306,16764,3739
11968,10525,41,161,1874,1372,692,3210,3175,10323,6385
11970,563,0,0,113,0,158,189,103,563,292
11971,4707,133,301,1080,637,313,1189,1054,4273,2243
11972,279,8,6,137,0,0,46,82,265,128
11973,4,0,0,0,0,0,2,2,4,4
11975,372,2,2,71,49,23,142,83,368,225
11976,2040,6,32,248,163,44,819,728,2002,1547
11977,2248,36,86,372,251,278,652,573,2126,1225
11978,2810,85,73,520,394,113,884,741,2652,1625
11980,3960,23,91,1376,591,455,789,635,3846,1424
12007,239,0,0,84,55,8,21,71,239,92
12008,281,0,0,33,61,71,77,39,281,116
12009,5925,57,193,1149,725,665,1511,1625,5675,3136
12010,19279,820,1378,6484,3516,2758,2627,1696,17081,4323
12015,3249,60,59,1034,476,318,556,746,3130,1302
12017,354,0,17,82,61,13,118,63,337,181
12018,5503,58,143,1394,899,787,1131,1091,5302,2222
12019,11365,78,263,1923,1484,1523,3157,2937,11024,6094
12020,24746,379,1101,6227,3820,2850,5713,4656,23266,10369
12022,704,44,84,256,82,70,104,64,576,168
12023,1503,8,28,697,212,118,267,173,1467,440
12024,76,0,0,26,9,12,16,13,76,29
12025,3984,69,193,1204,781,698,646,393,3722,1039
12027,2888,34,25,732,256,371,861,609,2829,1470
12028,715,6,56,260,168,90,57,78,653,135
12029,803,0,20,193,110,132,149,199,783,348
12031,160,0,31,49,22,25,29,4,129,33
12032,588,0,55,284,33,115,48,53,533,101
12033,5852,84,264,1568,1109,940,1100,787,5504,1887
12035,369,8,4,122,85,57,36,57,357,93
12036,137,4,6,74,12,3,29,9,127,38
12037,3023,20,122,616,565,431,489,780,2881,1269
12040,28,0,0,11,2,8,7,0,28,7
12041,310,11,0,91,57,76,62,13,299,75
12042,228,0,3,57,75,22,71,0,225,71
12043,4891,100,259,1467,911,628,931,595,4532,1526
12045,233,1,12,80,119,0,0,21,220,21
12046,422,29,20,236,47,43,47,0,373,47
12047,15537,196,1088,4154,2168,2823,2855,2253,14253,5108
12051,4508,211,1294,1149,559,270,719,306,3003,1025
12052,1376,3,62,365,343,214,171,218,1311,389
12053,3070,18,228,677,609,611,544,383,2824,927
12054,12215,151,83,1280,1146,938,3388,5229,11981,8617
12056,1504,7,30,374,381,214,310,188,1467,498
12057,1351,15,75,497,227,251,211,75,1261,286
12058,889,0,17,482,152,138,66,34,872,100
12059,1100,3,25,457,228,91,182,114,1072,296
12060,1560,28,34,225,362,172,316,423,1498,739
12061,7351,155,234,1342,990,704,1904,2022,6962,3926
12062,1258,3,117,490,179,108,209,152,1138,361
12063,509,0,0,64,142,129,66,108,509,174
12064,197,4,12,111,41,0,8,21,181,29
12065,31633,677,717,5195,4471,3608,9091,7874,30239,16965
12066,1386,21,79,575,260,168,207,76,1286,283
12067,1048,0,56,342,117,268,119,146,992,265
12068,1737,92,80,532,415,362,125,131,1565,256
12069,298,0,25,73,148,11,8,33,273,41
12070,1643,2,178,525,399,221,121,197,1463,318
12071,169,0,11,60,24,20,26,28,158,54
12072,1876,147,103,703,338,300,186,99,1626,285
12074,2137,14,168,676,478,193,351,257,1955,608
12075,2363,184,107,475,323,381,564,329,2072,893
12076,1010,47,68,370,152,134,143,96,895,239
12077,4708,26,185,589,456,453,1282,1717,4497,2999
12078,16295,724,1526,5754,2971,2553,1546,1221,14045,2767
12082,2,0,0,0,0,0,0,2,2,2
12083,2586,14,93,828,434,340,524,353,2479,877
12084,3465,23,47,461,424,351,1047,1112,3395,2159
12085,219,18,11,100,40,9,36,5,190,41
12086,1232,14,56,458,219,185,200,100,1162,300
12087,866,5,68,331,115,113,95,139,793,234
12090,4047,76,270,1567,675,505,611,343,3701,954
12092,1186,5,93,305,373,108,66,236,1088,302
12093,1100,25,60,360,217,141,154,143,1015,297
12094,1952,60,88,686,232,347,413,126,1804,539
12095,9365,227,887,3470,1310,1303,1424,744,8251,2168
12106,1659,23,32,278,294,146,475,411,1604,886
12108,337,17,99,67,39,53,30,32,221,62
12110,13470,356,490,2842,1974,1667,3775,2366,12624,6141
12115,95,0,0,10,11,12,33,29,95,62
12116,1036,1,43,478,124,96,189,105,992,294
12117,2187,112,177,821,386,347,184,160,1898,344
12118,11939,261,606,3789,1955,1494,2335,1499,11072,3834
12120,451,2,26,166,95,30,36,96,423,132
12121,1623,0,28,797,230,270,202,96,1595,298
12122,2838,103,211,1177,508,307,299,233,2524,532
12123,3545,32,90,836,610,585,892,500,3423,1392
12124,204,2,1,55,61,0,18,67,201,85
12125,850,0,43,265,137,88,198,119,807,317
12130,221,0,26,61,7,20,73,34,195,107
12131,124,7,1,56,20,8,24,8,116,32
12132,97,0,15,17,0,0,15,50,82,65
12134,3358,47,337,1252,485,439,485,313,2974,798
12136,688,10,11,117,120,31,239,160,667,399
12137,1370,11,37,442,238,164,215,263,1322,478
12138,2050,93,129,689,415,266,266,192,1828,458
12139,249,0,5,72,82,29,28,33,244,61
12140,1071,11,15,312,154,149,271,159,1045,430
12143,3756,92,327,1380,496,516,580,365,3337,945
12144,16403,548,497,4308,2693,2368,3655,2334,15358,5989
12147,353,0,26,72,21,85,60,89,327,149
12148,3338,118,77,477,370,382,1022,892,3143,1914
12149,1615,46,84,629,295,216,240,105,1485,345
12150,419,6,0,192,109,20,78,14,413,92
12151,679,0,34,135,80,65,215,150,645,365
12153,545,3,56,135,140,89,79,43,486,122
12154,2183,8,169,735,456,149,352,314,2006,666
12155,1238,14,94,503,175,192,163,97,1130,260
12156,524,0,8,121,134,89,127,45,516,172
12157,3279,82,234,1122,554,376,349,562,2963,911
12158,4716,82,247,1174,705,597,969,942,4387,1911
12159,6590,65,91,841,751,467,1592,2783,6434,4375
12160,670,3,87,281,128,77,66,28,580,94
12161,26,0,0,0,0,8,8,10,26,18
12164,412,0,34,116,57,73,41,91,378,132
12165,149,0,0,10,25,3,46,65,149,111
12166,1119,25,69,382,218,203,158,64,1025,222
12167,1892,66,115,716,247,294,204,250,1711,454
12168,1325,53,35,307,183,229,408,110,1237,518
12169,251,28,0,60,63,54,38,8,223,46
12170,3847,57,220,1385,654,623,676,232,3570,908
12172,66,0,0,26,18,18,2,2,66,4
12173,1260,0,31,425,262,200,208,134,1229,342
12174,470,18,0,53,197,163,23,16,452,39
12175,509,5,8,237,67,65,81,46,496,127
12176,226,15,0,129,31,16,31,4,211,35
12177,310,0,0,113,45,67,0,85,310,85
12180,35527,1288,2209,8517,5837,4413,7369,5894,32030,13263
12182,10448,386,833,3203,1862,1374,1840,950,9229,2790
12183,2010,112,157,836,304,243,135,223,1741,358
12184,5519,182,140,1729,776,684,1003,1005,5197,2008
12185,1263,0,84,413,300,80,235,151,1179,386
12186,4533,24,153,736,641,594,1371,1014,4356,2385
12187,478,3,29,59,178,104,29,76,446,105
12188,8916,191,327,2392,1755,1206,1956,1089,8398,3045
12189,12838,484,613,3729,3030,1599,1841,1542,11741,3383
12190,454,29,86,146,97,34,35,27,339,62
12192,1195,164,158,394,136,105,148,90,873,238
12193,1333,13,70,555,233,125,167,170,1250,337
12194,120,0,13,42,9,29,22,5,107,27
12195,184,0,0,0,0,137,0,47,184,47
12196,2457,62,69,660,261,464,630,311,2326,941
12197,1492,21,45,469,273,289,215,180,1426,395
12198,5298,46,117,1230,886,1033,1247,739,5135,1986
12202,6650,603,626,1557,1169,577,1325,793,5421,2118
12203,19848,639,591,3530,2669,1728,5247,5444,18618,10691
12204,5925,245,347,1256,733,629,1596,1119,5333,2715
12205,19137,721,706,4819,2987,2955,3706,3243,17710,6949
12206,9368,655,1085,2916,1700,940,884,1188,7628,2072
12207,1705,76,132,503,256,183,182,373,1497,555
12208,14953,391,614,2240,2090,1500,3990,4128,13948,8118
12209,6910,533,255,1406,1180,688,1766,1082,6122,2848
12210,7531,206,580,1487,1750,393,1650,1465,6745,3115
12211,7810,55,121,1400,1205,646,2136,2247,7634,4383
12222,58,0,0,10,16,0,25,7,58,32
12226,0,0,0,0,0,0,0,0,0,0
12302,19578,355,698,4612,3531,2319,4572,3491,18525,8063
12303,20322,692,1044,5652,3409,2900,3719,2906,18586,6625
12304,15173,946,1205,4681,2722,2123,2166,1330,13022,3496
12305,4696,158,406,993,1047,521,925,646,4132,1571
12306,19674,300,934,5977,4092,2795,3132,2444,18440,5576
12307,4590,499,618,1702,915,375,345,136,3473,481
12308,9391,479,590,2709,1702,1217,1644,1050,8322,2694
12309,23192,247,489,3608,2903,2584,6315,7046,22456,13361
12401,25516,950,1920,8166,4869,2134,4243,3234,22646,7477
12404,2779,75,320,435,290,338,671,650,2384,1321
12405,427,0,0,173,94,27,68,65,427,133
12406,529,41,134,221,14,23,75,21,354,96
12407,114,0,4,49,47,5,9,0,110,9
12409,812,9,9,83,133,96,185,297,794,482
12410,309,5,0,30,117,43,99,15,304,114
12411,308,0,0,97,92,9,50,60,308,110
12412,492,26,41,68,66,34,219,38,425,257
12413,2280,211,64,790,396,305,184,330,2005,514
12414,7791,367,504,2712,1193,826,1361,828,6920,2189
12416,205,0,48,34,55,10,58,0,157,58
12417,767,0,28,359,219,86,0,75,739,75
12418,241,9,13,77,10,31,73,28,219,101
12419,624,0,22,76,203,22,133,168,602,301
12420,211,0,10,74,16,30,81,0,201,81
12421,211,0,7,32,37,32,28,75,204,103
12422,318,0,25,154,66,12,61,0,293,61
12423,749,94,13,227,127,119,102,67,642,169
12424,239,4,24,78,71,0,29,33,211,62
12427,684,10,0,97,108,168,272,29,674,301
12428,4946,55,513,1556,863,597,675,687,4378,1362
12429,153,0,0,153,0,0,0,0,153,0
12430,984,113,66,275,172,19,138,201,805,339
12431,1393,73,8,494,232,192,286,108,1312,394
12432,445,30,27,234,77,20,35,22,388,57
12433,413,0,0,155,38,39,95,86,413,181
12434,724,7,63,210,181,168,80,15,654,95
12435,188,0,0,60,60,30,0,38,188,38
12436,421,35,0,116,58,50,139,23,386,162
12438,39,0,7,15,0,0,9,8,32,17
12439,254,0,9,79,48,60,21,37,245,58
12440,1293,18,32,320,217,58,252,396,1243,648
12441,105,0,0,26,34,0,11,34,105,45
12442,548,4,11,233,102,60,103,35,533,138
12443,2830,82,49,622,378,380,554,765,2699,1319
12444,429,6,14,171,55,41,99,43,409,142
12446,3363,157,112,955,598,370,664,507,3094,1171
12448,142,0,12,7,27,14,20,62,130,82
12449,2491,131,176,770,417,298,500,199,2184,699
12450,166,0,10,44,47,10,55,0,156,55
12451,857,26,14,488,148,53,117,11,817,128
12452,27,0,0,0,0,11,16,0,27,16
12453,240,0,0,120,0,13,13,94,240,107
12454,278,2,51,34,39,6,94,52,225,146
12455,1345,57,72,418,197,231,192,178,1216,370
12456,473,26,6,217,69,88,67,0,441,67
12457,870,6,32,206,204,82,98,242,832,340
12458,3063,179,1062,1024,385,160,128,125,1822,253
12459,60,0,5,7,28,0,0,20,55,20
12460,159,0,0,54,22,8,33,42,159,75
12461,971,0,26,255,207,51,178,254,945,432
12463,1129,0,32,528,88,196,145,140,1097,285
12464,957,0,46,76,204,175,314,142,911,456
12465,366,0,18,58,76,0,39,175,348,214
12466,1446,10,51,409,417,100,302,157,1385,459
12468,1104,31,57,496,171,126,143,80,1016,223
12469,716,26,23,265,97,66,201,38,667,239
12470,513,0,86,168,0,69,92,98,427,190
12471,268,0,0,0,218,0,0,50,268,50
12472,969,24,55,118,224,59,281,208,890,489
12473,558,10,7,278,62,92,86,23,541,109
12474,735,13,50,295,74,89,125,89,672,214
12475,385,22,0,211,68,12,35,37,363,72
12477,13971,418,747,3645,2286,2326,2537,2012,12806,4549
12480,274,0,0,28,76,0,114,56,274,170
12481,1312,0,126,523,134,161,169,199,1186,368
12482,410,0,19,301,48,21,21,0,391,21
12483,49,0,0,28,8,0,0,13,49,13
12484,2572,3,44,387,215,117,979,827,2525,1806
12485,610,10,19,276,44,104,59,98,581,157
12486,1464,0,37,389,453,163,227,195,1427,422
12487,3073,44,122,1015,482,422,447,541,2907,988
12489,154,0,20,53,21,41,19,0,134,19
12490,0,0,0,0,0,0,0,0,0,0
12491,1403,0,14,277,317,117,340,338,1389,678
12492,152,0,3,38,41,12,41,17,149,58
12493,307,0,18,20,0,0,90,179,289,269
12494,560,0,14,29,14,52,382,69,546,451
12495,87,0,0,49,0,0,12,26,87,38
12496,1031,72,72,271,134,153,116,213,887,329
12498,3934,56,94,553,607,237,1245,1142,3784,2387
12501,1607,120,169,474,111,153,306,274,1318,580
12502,882,25,62,284,79,111,155,166,795,321
12503,548,6,32,186,39,25,103,157,510,260
12504,13,0,0,4,9,0,0,0,13,0
12507,110,0,3,21,15,4,15,52,107,67
12508,14561,486,1610,3403,2170,1036,3284,2572,12465,5856
12512,142,0,0,45,0,0,81,16,142,97
12513,154,0,0,50,0,0,29,75,154,104
12514,2433,190,119,470,235,159,698,562,2124,1260
12515,1265,17,40,444,262,134,281,87,1208,368
12516,1620,116,100,624,152,80,252,296,1404,548
12517,326,0,0,222,53,5,6,40,326,46
12518,4205,52,125,784,656,514,1061,1013,4028,2074
12520,2216,4,26,285,309,334,473,785,2186,1258
12521,1383,32,39,511,87,169,220,325,1312,545
12522,3725,262,341,1172,658,367,612,313,3122,925
12523,1543,35,68,573,173,235,384,75,1440,459
12524,12151,206,700,3468,2398,1229,2222,1928,11245,4150
12525,1202,0,16,456,269,71,258,132,1186,390
12526,2905,58,120,693,437,339,601,657,2727,1258
12527,16,0,0,0,0,0,16,0,16,16
12528,9743,250,310,2418,1643,1091,2331,1700,9183,4031
12529,1897,25,137,398,232,197,465,443,1735,908
12530,283,0,121,118,44,0,0,0,162,0
12531,1820,16,62,560,334,140,361,347,1742,708
12533,17534,230,677,3803,2952,1676,4461,3735,16627,8196
12534,13496,506,1073,4621,1438,1791,2310,1757,11917,4067
12538,9496,231,463,3108,1538,1314,1450,1392,8802,2842
12540,6035,76,187,1520,1057,590,1339,1266,5772,2605
12542,4164,131,122,1013,690,482,1015,711,3911,1726
12543,2282,90,88,830,580,273,284,137,2104,421
12544,33,0,0,0,15,18,0,0,33,0
12545,3591,92,65,931,576,451,648,828,3434,1476
12546,2015,84,82,602,254,234,380,379,1849,759
12547,2423,109,42,704,554,274,424,316,2272,740
12548,856,61,50,220,144,132,160,89,745,249
12549,7097,126,318,1812,1621,943,1395,882,6653,2277
12550,37705,2430,2829,11213,7378,3830,5849,4176,32446,10025
12553,18614,590,1358,4884,3513,1797,3357,3115,16666,6472
12561,10515,209,133,2084,1680,791,2792,2826,10173,5618
12563,5808,263,241,1985,1214,447,1060,598,5304,1658
12564,5470,189,118,1444,935,487,1416,881,5163,2297
12565,1085,8,40,380,196,132,204,125,1037,329
12566,8931,168,379,2995,1832,1190,1512,855,8384,2367
12567,1856,32,105,532,270,187,386,344,1719,730
12569,6655,123,185,2118,1095,774,1157,1203,6347,2360
12570,4650,35,155,1182,694,477,1051,1056,4460,2107
12571,6546,116,199,1295,782,693,1700,1761,6231,3461
12572,7646,165,292,1419,1250,820,1899,1801,7189,3700
12574,277,0,0,30,18,0,68,161,277,229
12575,1093,90,36,357,153,37,285,135,967,420
12577,1242,0,56,243,306,74,229,334,1186,563
12578,1709,21,22,529,365,147,336,289,1666,625
12580,3451,278,211,788,438,330,764,642,2962,1406
12581,1530,22,37,373,249,291,274,284,1471,558
12582,4834,346,903,1319,655,333,849,429,3585,1278
12583,1220,15,22,271,209,133,244,326,1183,570
12585,702,36,28,155,112,89,87,195,638,282
12586,8304,392,527,2356,1572,1024,1522,911,7385,2433
12589,14365,241,1301,5764,2710,1115,2008,1226,12823,3234
12590,27765,813,1392,7235,5092,3290,5382,4561,25560,9943
12592,926,6,117,390,148,30,113,122,803,235
12594,3107,72,220,1114,574,305,496,326,2815,822
12601,28712,1286,2041,8588,5265,2824,4831,3877,25385,8708
12603,30444,642,1188,6539,5113,2928,6934,7100,28614,14034
12604,45,0,0,0,32,13,0,0,45,0
12701,8700,923,1163,2811,1255,843,1132,573,6614,1705
12719,943,76,74,244,214,95,112,128,793,240
12720,172,0,9,53,41,31,38,0,163,38
12721,4889,234,220,1535,1212,539,832,317,4435,1149
12722,0,0,0,0,0,0,0,0,0,0
12723,1460,9,45,310,226,217,392,261,1406,653
12724,78,0,18,0,17,19,15,9,60,24
12725,195,9,11,68,11,21,39,36,175,75
12726,1054,18,51,271,274,82,229,129,985,358
12729,1026,9,72,397,196,137,125,90,945,215
12732,743,0,21,338,114,99,67,104,722,171
12733,1470,124,451,449,291,47,86,22,895,108
12734,740,92,25,328,173,0,66,56,623,122
12736,122,0,0,52,34,0,31,5,122,36
12737,1029,43,38,261,162,125,254,146,948,400
12738,258,0,0,138,87,10,0,23,258,23
12740,1278,17,56,314,377,87,126,301,1205,427
12741,153,0,0,65,51,2,17,18,153,35
12742,145,6,17,59,28,3,5,27,122,32
12743,279,11,5,112,42,23,4,82,263,86
12745,5,0,0,0,5,0,0,0,5,0
12746,474,0,15,165,125,87,20,62,459,82
12747,1453,23,47,328,444,154,183,274,1383,457
12748,1381,28,97,417,278,115,271,175,1256,446
12749,402,0,0,193,79,65,65,0,402,65
12750,32,0,0,8,3,0,17,4,32,21
12751,505,0,28,239,101,49,29,59,477,88
12752,282,0,0,83,80,22,11,86,282,97
12754,4835,461,224,2138,672,461,498,381,4150,879
12758,3012,93,173,1037,416,432,493,368,2746,861
12759,830,36,104,312,115,78,123,62,690,185
12760,376,0,0,161,65,19,83,48,376,131
12762,224,9,31,86,91,7,0,0,184,0
12763,410,0,31,87,39,18,96,139,379,235
12764,1376,43,133,260,311,139,317,173,1200,490
12765,690,0,17,115,112,123,173,150,673,323
12766,536,0,68,114,71,13,162,108,468,270
12767,172,0,0,80,21,31,40,0,172,40
12768,611,55,21,179,153,48,85,70,535,155
12769,337,0,21,134,57,60,55,10,316,65
12770,144,0,7,22,18,27,45,25,137,70
12771,9771,412,587,4000,1789,1035,1030,918,8772,1948
12775,1953,9,173,331,278,155,538,469,1771,1007
12776,1595,61,102,456,275,156,317,228,1432,545
12777,695,23,41,172,74,56,118,211,631,329
12778,303,22,0,134,23,40,56,28,281,84
12779,1425,150,279,302,193,263,167,71,996,238
12780,1659,20,61,717,181,255,300,125,1578,425
12781,182,12,33,87,7,0,43,0,137,43
12783,993,111,49,311,228,66,139,89,833,228
12784,0,0,0,0,0,0,0,0,0,0
12785,678,30,2,171,354,62,32,27,646,59
12786,489,48,2,60,111,52,165,51,439,216
12787,97,0,0,83,7,7,0,0,97,0
12788,2301,179,375,723,293,304,151,276,1747,427
12789,1418,33,27,278,236,209,415,220,1358,635
12790,3239,106,135,1145,567,177,688,421,2998,1109
12791,368,5,0,147,69,58,42,47,363,89
12792,131,0,0,51,0,12,36,32,131,68
12801,10312,262,898,3017,1789,1266,1677,1403,9152,3080
12803,5964,75,368,1603,1439,724,1144,611,5521,1755
12804,20886,410,809,5319,3680,2364,4286,4018,19667,8304
12808,197,0,12,46,39,25,34,41,185,75
12809,2676,75,168,1104,514,284,296,235,2433,531
12810,424,23,69,155,64,38,36,39,332,75
12811,161,0,17,117,7,6,14,0,144,14
12812,344,4,0,8,80,179,20,53,340,73
12814,1010,8,9,431,155,167,114,126,993,240
12815,861,23,45,289,141,143,102,118,793,220
12816,3290,67,170,1029,600,367,534,523,3053,1057
12817,1560,48,91,466,223,120,325,287,1421,612
12819,200,3,14,114,32,17,3,17,183,20
12820,58,0,0,0,12,14,0,32,58,32
12821,2025,255,569,967,129,40,60,5,1201,65
12822,4321,216,317,1804,704,648,436,196,3788,632
12823,357,0,0,23,26,0,235,73,357,308
12824,876,0,56,183,189,80,181,187,820,368
12827,2622,63,119,1010,485,454,249,242,2440,491
12828,7129,94,659,2393,1549,861,912,661,6376,1573
12831,12668,245,541,3237,2134,1203,3134,2174,11882,5308
12832,4987,164,332,2182,1076,413,472,348,4491,820
12833,3754,31,300,1116,463,301,764,779,3423,1543
12834,4580,232,147,1477,712,563,879,570,4201,1449
12835,2189,57,171,813,386,239,293,230,1961,523
12836,446,5,34,123,124,23,84,53,407,137
12837,650,13,62,164,218,92,72,29,575,101
12838,556,10,4,200,154,92,83,13,542,96
12839,10322,340,746,4851,1666,1132,1058,529,9236,1587
12841,95,0,2,12,17,9,42,13,93,55
12842,582,14,32,271,60,72,95,38,536,133
12843,477,7,11,199,90,76,64,30,459,94
12844,240,0,0,49,9,22,71,89,240,160
12845,3496,42,172,881,657,498,705,541,3282,1246
12846,2565,141,189,702,241,561,303,428,2235,731
12847,531,38,4,153,73,60,119,84,489,203
12849,292,44,1,174,61,0,0,12,247,12
12850,2073,84,66,811,245,287,454,126,1923,580
12851,251,18,20,61,62,42,26,22,213,48
12852,291,15,18,85,53,10,72,38,258,110
12853,1027,45,104,247,219,168,178,66,878,244
12854,49,0,0,49,0,0,0,0,49,0
12855,174,2,25,39,47,28,24,9,147,33
12856,279,10,0,26,27,23,82,111,269,193
12857,635,34,18,187,123,85,78,110,583,188
12858,128,0,7,47,10,0,12,52,121,64
12859,1197,7,122,320,347,132,89,180,1068,269
12860,273,0,12,120,39,50,37,15,261,52
12861,388,10,8,120,108,51,44,47,370,91
12862,206,0,4,53,25,0,124,0,202,124
12863,553,0,8,177,120,69,95,84,545,179
12864,9,0,0,0,0,0,9,0,9,9
12865,2522,89,135,779,463,331,359,366,2298,725
12866,28626,637,996,5835,3480,2063,8026,7589,26993,15615
12870,1313,2,39,357,253,148,242,272,1272,514
12871,3098,29,209,1024,475,402,595,364,2860,959
12872,103,0,0,0,0,53,50,0,103,50
12873,714,11,12,266,83,84,150,108,691,258
12874,115,0,0,2,16,0,43,54,115,97
12878,501,10,42,249,109,39,28,24,449,52
12883,3757,99,248,1514,511,431,486,468,3410,954
12884,386,15,35,244,34,15,28,15,336,43
12885,3229,162,326,1306,616,263,303,253,2741,556
12886,217,0,13,45,11,41,59,48,204,107
12887,3055,332,116,1277,480,443,252,155,2607,407
12901,20866,759,1456,5855,3383,2316,4023,3074,18651,7097
12903,1170,1,15,194,179,229,282,270,1154,552
12910,1365,83,224,643,183,133,46,53,1058,99
12911,0,0,0,0,0,0,0,0,0,0
12912,1367,72,51,436,159,269,223,157,1244,380
12913,709,11,37,177,95,155,86,148,661,234
12914,632,48,93,232,63,137,37,22,491,59
12915,57,0,8,32,17,0,0,0,49,0
12916,1593,13,106,774,207,232,141,120,1474,261
12917,806,61,46,355,94,151,73,26,699,99
12918,1935,20,26,655,216,195,585,238,1889,823
12919,1804,49,143,447,533,264,160,208,1612,368
12920,1673,45,124,587,292,271,223,131,1504,354
12921,2012,23,58,685,290,418,325,213,1931,538
12922,28,2,0,10,0,8,3,5,26,8
12923,364,36,13,156,97,18,5,39,315,44
12924,146,0,70,58,18,0,0,0,76,0
12926,1683,85,133,808,245,208,117,87,1465,204
12927,277,6,5,101,24,73,34,34,266,68
12928,1446,28,37,816,221,183,82,79,1381,161
12929,2951,317,983,1137,219,94,142,59,1651,201
12930,549,20,54,194,88,115,35,43,475,78
12932,909,52,50,278,156,155,129,89,807,218
12933,27,0,27,0,0,0,0,0,0,0
12934,845,19,129,392,78,96,59,72,697,131
12935,1068,50,89,461,153,105,108,102,929,210
12936,527,12,14,136,80,27,132,126,501,258
12937,989,40,22,381,234,176,56,80,927,136
12939,112,5,14,21,19,28,4,21,93,25
12941,1376,22,19,501,179,120,306,229,1335,535
12942,485,0,7,86,41,30,200,121,478,321
12943,248,10,4,87,13,39,49,46,234,95
12944,2698,54,134,988,566,297,409,250,2510,659
12945,378,0,38,69,22,68,69,112,340,181
12946,3433,52,160,847,551,363,853,607,3221,1460
12950,516,4,54,247,106,10,72,23,458,95
12952,171,44,0,84,25,0,12,6,127,18
12953,10074,646,1286,3863,1360,952,1146,821,8142,1967
12955,308,7,0,127,91,17,49,17,301,66
12956,1007,0,210,452,87,120,135,3,797,138
12957,1219,23,221,573,100,7,39,256,975,295
12958,1237,59,63,418,208,216,171,102,1115,273
12959,1114,39,139,393,142,200,154,47,936,201
12960,783,24,11,213,121,61,333,20,748,353
12961,97,0,11,10,0,0,0,76,86,76
12962,3611,34,268,1402,700,339,552,316,3309,868
12964,87,16,9,14,7,0,18,23,62,41
12965,205,7,17,64,49,39,15,14,181,29
12966,1991,151,140,767,330,246,277,80,1700,357
12967,831,15,68,348,162,85,93,60,748,153
12969,200,3,7,76,43,7,34,30,190,64
12970,279,0,0,44,43,38,102,52,279,154
12972,5014,51,287,1485,753,729,809,900,4676,1709
12973,120,0,17,54,21,14,9,5,103,14
12974,1617,16,147,538,224,255,255,182,1454,437
12975,172,0,7,24,61,20,20,40,165,60
