"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US11930","ZCTA5 11930","741","188","664","177","633","161","3","5","0","13","0","13","0","13","2","5","26","36","0","13","26","36","77","86","48","78","0","13","0","13","0","13","0","13","29","40","0","13","0","13","0","13",
"860Z200US11931","ZCTA5 11931","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11932","ZCTA5 11932","1032","367","763","286","570","248","176","139","0","13","17","25","0","13","0","13","0","13","0","13","0","13","269","221","182","206","0","13","0","13","44","65","0","13","1","4","42","65","42","65","0","13",
"860Z200US11933","ZCTA5 11933","6975","921","6595","847","5637","698","589","333","0","19","179","170","0","19","26","32","164","292","18","22","146","291","380","347","356","346","0","19","0","19","0","19","0","19","24","34","0","19","0","19","0","19",
"860Z200US11934","ZCTA5 11934","7778","1018","6469","755","6107","762","166","150","0","19","131","124","0","19","49","53","16","19","0","19","16","19","1309","701","908","716","0","19","0","19","17","25","0","19","199","232","185","121","185","121","0","19",
"860Z200US11935","ZCTA5 11935","2847","437","2693","437","2599","439","21","23","0","13","14","24","0","13","0","13","59","83","40","76","19","34","154","99","0","13","0","13","0","13","0","13","0","13","23","33","131","95","97","80","34","43",
"860Z200US11937","ZCTA5 11937","21040","1155","13892","1025","12304","1048","656","438","35","50","371","314","0","25","102","119","424","348","32","40","392","345","7148","1303","1872","686","16","44","85","87","0","25","0","25","1622","833","3553","1245","3477","1238","76","87",
"860Z200US11939","ZCTA5 11939","1564","406","1533","403","1499","392","9","13","0","13","0","13","0","13","0","13","25","27","19","27","6","8","31","29","19","25","0","13","0","13","0","13","0","13","0","13","12","16","12","16","0","13",
"860Z200US11940","ZCTA5 11940","5462","601","5209","574","4808","588","128","109","0","19","135","170","0","19","32","41","106","104","14","21","92","104","253","135","52","66","0","19","0","19","0","19","0","19","33","31","168","115","168","115","0","19",
"860Z200US11941","ZCTA5 11941","2493","473","2143","437","2033","424","47","66","0","13","0","13","0","13","0","13","63","55","12","19","51","51","350","212","100","114","0","13","0","13","0","13","0","13","103","76","147","141","108","134","39","56",
"860Z200US11942","ZCTA5 11942","5620","801","4684","786","4448","795","41","43","11","16","110","80","0","19","51","57","23","30","17","29","6","11","936","592","620","616","0","19","40","70","0","19","20","31","201","204","55","64","30","49","25","43",
"860Z200US11944","ZCTA5 11944","4799","460","4106","567","3736","593","164","81","6","22","37","41","0","13","13","21","150","133","8","12","142","132","693","326","162","192","0","13","0","13","0","13","0","13","423","286","108","134","89","134","19","28",
"860Z200US11946","ZCTA5 11946","17517","1697","11857","1316","10892","1300","167","165","0","21","397","317","4","11","32","53","365","196","214","203","151","91","5660","1248","2799","939","0","21","81","78","0","21","0","21","1338","743","1442","783","1352","777","90","119",
"860Z200US11947","ZCTA5 11947","153","239","153","239","153","239","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11948","ZCTA5 11948","535","270","535","270","531","265","4","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11949","ZCTA5 11949","13194","1342","12063","1183","10994","1074","428","279","0","21","385","378","0","21","0","21","256","343","75","120","181","230","1131","637","448","312","0","21","0","21","0","21","0","21","40","44","643","488","573","463","70","163",
"860Z200US11950","ZCTA5 11950","16379","1498","11862","1034","9968","1141","996","435","326","139","137","131","0","21","13","18","422","187","0","21","422","187","4517","1125","2237","878","72","86","20","30","36","41","0","21","596","412","1556","916","1069","730","487","340",
"860Z200US11951","ZCTA5 11951","14969","2178","12483","2180","10262","2058","1243","393","0","21","258","178","0","21","20","33","700","564","22","46","678","567","2486","584","1716","480","31","65","3","6","0","21","0","21","278","181","458","302","458","302","0","21",
"860Z200US11952","ZCTA5 11952","5231","907","4548","759","4540","757","8","11","0","19","0","19","0","19","0","19","0","19","0","19","0","19","683","559","467","522","0","19","0","19","0","19","0","19","174","282","42","54","12","21","30","48",
"860Z200US11953","ZCTA5 11953","13701","1321","11752","1322","9414","1180","1822","470","8","11","126","76","0","21","32","38","350","203","32","29","318","199","1949","496","1096","400","222","238","0","21","0","21","0","21","321","188","310","151","292","148","18","32",
"860Z200US11954","ZCTA5 11954","4322","942","4112","916","3946","911","32","53","23","30","1","3","0","13","23","26","87","64","57","57","30","31","210","172","37","47","0","13","0","13","0","13","0","13","141","134","32","40","31","40","1","3",
"860Z200US11955","ZCTA5 11955","2857","264","2591","308","2348","313","164","180","5","8","0","13","1","10","0","13","73","75","23","39","50","64","266","160","208","156","0","13","0","13","0","13","0","13","58","64","0","13","0","13","0","13",
"860Z200US11956","ZCTA5 11956","305","119","275","116","268","115","0","13","0","13","3","5","0","13","0","13","4","6","0","13","4","6","30","31","0","13","0","13","0","13","0","13","0","13","21","24","9","14","9","14","0","13",
"860Z200US11957","ZCTA5 11957","1220","257","1184","259","1148","262","8","12","0","13","6","9","0","13","17","22","5","7","0","13","5","7","36","23","15","14","0","13","0","13","0","13","0","13","14","15","7","10","7","10","0","13",
"860Z200US11958","ZCTA5 11958","893","256","740","204","740","204","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","153","182","38","58","0","13","0","13","0","13","0","13","100","163","15","30","15","30","0","13",
"860Z200US11959","ZCTA5 11959","632","224","499","218","467","213","17","22","0","13","0","13","0","13","0","13","15","22","0","13","15","22","133","158","15","20","0","13","0","13","0","13","0","13","0","13","118","155","118","155","0","13",
"860Z200US11960","ZCTA5 11960","962","263","895","243","895","243","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","67","92","67","92","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11961","ZCTA5 11961","13126","1275","12078","1254","11208","1249","447","117","0","21","181","117","0","21","39","54","203","109","55","57","148","93","1048","329","532","210","40","55","0","21","0","21","0","21","309","206","167","96","167","96","0","21",
"860Z200US11962","ZCTA5 11962","344","156","275","117","271","116","0","13","0","13","4","6","0","13","0","13","0","13","0","13","0","13","69","97","20","23","49","78","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11963","ZCTA5 11963","8445","1100","7236","883","6539","811","202","145","0","19","285","246","0","19","28","42","182","132","124","124","58","42","1209","701","505","465","1","2","52","82","0","19","0","19","119","125","532","509","517","507","15","25",
"860Z200US11964","ZCTA5 11964","3129","485","2619","556","2027","636","31","51","81","118","224","312","0","13","256","412","0","13","0","13","0","13","510","714","5","10","0","13","505","713","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11965","ZCTA5 11965","491","318","489","318","488","318","1","2","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","3","0","13","0","13","0","13","0","13","0","13","2","3","0","13","0","13","0","13",
"860Z200US11967","ZCTA5 11967","26860","2555","21088","2322","16801","2258","2255","885","22","35","1426","571","7","14","45","62","532","278","60","63","472","273","5772","1562","3389","1288","35","29","0","25","0","25","0","25","1354","674","994","366","639","317","355","271",
"860Z200US11968","ZCTA5 11968","13623","1442","11488","1497","9423","903","1169","1212","189","105","357","166","0","21","13","20","337","263","28","44","309","261","2135","785","827","497","14","18","17","33","0","21","0","21","353","241","924","559","905","566","19","41",
"860Z200US11970","ZCTA5 11970","563","400","511","371","476","361","0","13","0","13","35","56","0","13","0","13","0","13","0","13","0","13","52","82","52","82","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US11971","ZCTA5 11971","6286","838","5483","902","5104","922","27","31","0","19","232","163","0","19","72","91","48","80","48","80","0","19","803","511","230","226","0","19","0","19","0","19","0","19","321","290","252","369","252","369","0","19",
"860Z200US11972","ZCTA5 11972","413","255","383","249","381","249","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","43","28","43","0","13","0","13","0","13","0","13","0","13","2","4","2","4","0","13",
"860Z200US11973","ZCTA5 11973","39","4","14","32","4","15","0","13","0","13","10","22","0","13","0","13","0","13","0","13","0","13","25","32","0","13","0","13","0","13","0","13","0","13","0","13","25","32","25","32","0","13",
"860Z200US11975","ZCTA5 11975","426","178","423","177","326","124","27","43","0","13","7","12","0","13","0","13","63","93","0","13","63","93","3","6","0","13","0","13","0","13","0","13","0","13","3","6","0","13","0","13","0","13",
"860Z200US11976","ZCTA5 11976","2437","618","2230","575","2127","566","13","16","0","13","38","38","0","13","0","13","52","52","52","52","0","13","207","247","28","42","0","13","0","13","0","13","0","13","0","13","179","245","179","245","0","13",
"860Z200US11977","ZCTA5 11977","3069","703","2826","699","2677","685","11","22","0","13","90","132","0","13","21","34","27","21","7","12","20","18","243","234","155","190","0","13","0","13","0","13","0","13","88","124","0","13","0","13","0","13",
"860Z200US11978","ZCTA5 11978","3969","549","3696","530","3108","465","170","124","0","13","73","40","0","13","112","141","233","220","6","8","227","220","273","136","81","71","0","13","0","13","0","13","0","13","80","74","112","97","112","97","0","13",
"860Z200US11980","ZCTA5 11980","5144","850","4390","744","4105","732","167","127","3","6","87","57","0","19","0","19","28","34","13","20","15","26","754","402","583","382","9","12","0","19","0","19","0","19","37","33","125","72","121","71","4","6",
"860Z200US12007","ZCTA5 12007","325","187","325","187","325","187","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12008","ZCTA5 12008","427","258","427","258","427","258","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12009","ZCTA5 12009","8322","667","8080","651","7128","680","201","110","6","9","559","264","0","19","6","11","180","141","117","137","63","41","242","119","76","62","0","19","0","19","0","19","0","19","24","24","142","100","120","102","22","31",
"860Z200US12010","ZCTA5 12010","27213","651","20877","720","18737","716","1036","205","16","17","383","106","6","10","28","32","671","223","222","158","449","160","6336","386","1361","414","237","155","249","196","21","34","0","25","3049","526","1419","442","1383","435","36","34",
"860Z200US12015","ZCTA5 12015","4135","376","3740","429","3238","388","40","50","0","13","227","93","0","13","0","13","235","200","53","40","182","192","395","232","217","180","68","86","0","13","0","13","0","13","89","99","21","23","21","23","0","13",
"860Z200US12017","ZCTA5 12017","419","115","405","114","387","116","0","13","0","13","4","7","0","13","14","18","0","13","0","13","0","13","14","17","0","13","0","13","0","13","0","13","0","13","14","17","0","13","0","13","0","13",
"860Z200US12018","ZCTA5 12018","7300","706","7185","715","7053","712","18","29","0","19","19","25","0","19","0","19","95","54","31","49","64","44","115","100","31","37","0","19","0","19","0","19","0","19","0","19","84","88","69","83","15","20",
"860Z200US12019","ZCTA5 12019","15280","1087","14869","1105","13455","1172","202","146","8","12","708","359","0","21","86","128","410","186","111","100","299","156","411","262","236","183","0","21","0","21","0","21","0","21","50","58","125","95","73","61","52","71",
"860Z200US12020","ZCTA5 12020","34571","1022","33292","1061","30890","1306","588","311","2","5","806","294","0","28","259","354","747","312","228","233","519","221","1279","367","771","319","33","48","11","22","0","28","0","28","45","44","419","223","377","212","42","53",
"860Z200US12022","ZCTA5 12022","1038","261","1000","261","979","260","3","6","0","13","0","13","0","13","0","13","18","20","18","20","0","13","38","31","10","14","12","18","0","13","0","13","0","13","16","21","0","13","0","13","0","13",
"860Z200US12023","ZCTA5 12023","2374","391","2371","392","2287","395","8","12","0","13","24","39","0","13","0","13","52","59","46","58","6","8","3","4","3","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12024","ZCTA5 12024","83","57","83","57","83","57","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12025","ZCTA5 12025","5260","385","5055","403","4815","415","45","47","0","19","107","46","0","19","0","19","88","69","30","28","58","62","205","120","59","71","0","19","0","19","0","19","0","19","0","19","146","110","114","102","32","51",
"860Z200US12027","ZCTA5 12027","4244","749","4176","723","3923","689","12","13","0","13","39","45","0","13","72","74","130","120","69","76","61","58","68","67","0","13","0","13","1","3","0","13","0","13","0","13","67","67","67","67","0","13",
"860Z200US12028","ZCTA5 12028","1082","330","1082","330","1082","330","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12029","ZCTA5 12029","991","148","974","147","896","153","44","45","0","13","0","13","0","13","6","8","28","24","3","6","25","24","17","23","16","23","0","13","0","13","1","3","0","13","0","13","0","13","0","13","0","13",
"860Z200US12031","ZCTA5 12031","191","94","146","85","146","85","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","45","53","0","13","0","13","0","13","0","13","0","13","0","13","45","53","45","53","0","13",
"860Z200US12032","ZCTA5 12032","737","180","733","178","724","176","0","13","0","13","0","13","0","13","0","13","9","12","0","13","9","12","4","5","4","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12033","ZCTA5 12033","7640","720","7137","711","6870","725","67","65","1","2","53","68","0","19","64","104","82","47","37","32","45","33","503","218","233","125","0","19","105","129","0","19","0","19","39","30","126","123","117","122","9","16",
"860Z200US12035","ZCTA5 12035","484","165","484","165","468","159","10","15","0","13","0","13","0","13","0","13","6","10","0","13","6","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12036","ZCTA5 12036","220","118","213","118","210","120","0","13","0","13","3","5","0","13","0","13","0","13","0","13","0","13","7","10","0","13","0","13","0","13","0","13","0","13","7","10","0","13","0","13","0","13",
"860Z200US12037","ZCTA5 12037","4083","541","4001","541","3642","515","38","42","0","13","23","27","0","13","12","16","286","160","19","27","267","159","82","57","67","54","0","13","0","13","0","13","0","13","0","13","15","18","5","8","10","14",
"860Z200US12040","ZCTA5 12040","28","20","28","20","28","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12041","ZCTA5 12041","319","199","319","199","319","199","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12042","ZCTA5 12042","297","160","297","160","291","157","0","13","0","13","0","13","0","13","0","13","6","13","0","13","6","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12043","ZCTA5 12043","7719","445","7361","442","6598","480","169","76","6","7","144","73","0","19","211","211","233","86","110","86","123","65","358","82","172","67","40","34","0","19","0","19","4","8","73","41","69","56","69","56","0","19",
"860Z200US12045","ZCTA5 12045","467","294","467","294","453","293","14","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12046","ZCTA5 12046","519","225","489","228","489","228","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","48","0","13","0","13","0","13","0","13","0","13","0","13","30","48","0","13","30","48",
"860Z200US12047","ZCTA5 12047","23293","758","21967","807","16964","1026","1483","539","31","31","1610","624","30","40","11","18","1838","719","190","176","1648","717","1326","422","513","265","175","196","20","34","0","25","0","25","73","53","545","341","247","203","298","268",
"860Z200US12051","ZCTA5 12051","6050","542","5613","535","4281","567","1122","167","69","75","5","6","0","19","0","19","136","118","88","114","48","40","437","137","280","114","23","25","0","19","0","19","0","19","35","26","99","68","99","68","0","19",
"860Z200US12052","ZCTA5 12052","1974","582","1967","583","1947","582","0","13","0","13","0","13","0","13","0","13","20","29","0","13","20","29","7","8","0","13","0","13","0","13","0","13","0","13","0","13","7","8","7","8","0","13",
"860Z200US12053","ZCTA5 12053","4253","640","4001","625","3780","617","41","37","0","13","1","4","0","13","0","13","179","136","58","62","121","125","252","213","1","2","5","8","0","13","0","13","0","13","41","55","205","204","0","13","205","204",
"860Z200US12054","ZCTA5 12054","16995","1062","16533","1113","15602","1140","181","123","0","21","441","181","0","21","49","60","260","159","69","93","191","122","462","226","209","159","0","21","0","21","0","21","0","21","83","82","170","136","170","136","0","21",
"860Z200US12056","ZCTA5 12056","2029","441","1891","352","1844","363","0","13","0","13","0","13","0","13","0","13","47","61","40","60","7","12","138","145","76","110","0","13","0","13","0","13","0","13","21","35","41","71","41","71","0","13",
"860Z200US12057","ZCTA5 12057","1997","506","1945","497","1805","438","0","13","0","13","77","76","0","13","0","13","63","98","63","98","0","13","52","61","27","38","0","13","0","13","0","13","0","13","12","20","13","21","13","21","0","13",
"860Z200US12058","ZCTA5 12058","1163","268","1163","268","1066","273","58","77","0","13","0","13","0","13","0","13","39","29","0","13","39","29","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12059","ZCTA5 12059","1417","280","1413","281","1382","282","0","13","0","13","6","10","15","24","0","13","10","11","0","13","10","11","4","9","0","13","0","13","0","13","0","13","0","13","4","9","0","13","0","13","0","13",
"860Z200US12060","ZCTA5 12060","1813","405","1754","400","1681","391","0","13","3","8","22","24","0","13","22","34","26","25","8","8","18","25","59","57","4","7","0","13","0","13","0","13","0","13","0","13","55","57","32","43","23","38",
"860Z200US12061","ZCTA5 12061","10179","905","9471","806","8459","794","240","169","2","7","617","251","0","21","0","21","153","97","24","35","129","87","708","389","41","39","41","66","0","21","0","21","0","21","172","184","454","339","454","339","0","21",
"860Z200US12062","ZCTA5 12062","1662","347","1506","316","1463","308","0","13","0","13","22","30","0","13","0","13","21","27","2","4","19","28","156","164","156","164","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12063","ZCTA5 12063","609","299","609","299","609","299","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12064","ZCTA5 12064","254","121","238","116","231","115","0","13","0","13","3","5","0","13","1","2","3","7","0","13","3","7","16","21","16","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12065","ZCTA5 12065","44563","1152","42802","1240","36579","1400","1155","351","25","29","2935","564","0","28","100","89","2008","459","653","373","1355","253","1761","495","626","269","134","126","9","15","36","41","0","28","169","126","787","374","685","377","102","75",
"860Z200US12066","ZCTA5 12066","1834","299","1815","297","1693","285","8","10","0","13","4","7","0","13","0","13","110","66","36","36","74","56","19","19","10","12","9","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12067","ZCTA5 12067","1457","434","1457","434","1409","421","15","48","0","13","0","13","0","13","0","13","33","39","17","32","16","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12068","ZCTA5 12068","2509","310","2444","305","2388","301","16","27","0","13","0","13","0","13","0","13","40","40","9","13","31","37","65","49","14","18","0","13","0","13","0","13","0","13","14","21","37","45","37","45","0","13",
"860Z200US12069","ZCTA5 12069","483","332","483","332","399","275","84","119","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12070","ZCTA5 12070","2499","582","2142","577","2081","569","29","53","0","13","32","31","0","13","0","13","0","13","0","13","0","13","357","177","357","177","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12071","ZCTA5 12071","217","82","217","82","214","81","0","13","0","13","0","13","0","13","3","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12072","ZCTA5 12072","2992","267","2899","273","2730","261","27","21","1","3","13","15","0","13","0","13","128","90","44","45","84","82","93","43","59","44","0","13","0","13","0","13","0","13","9","9","25","18","25","18","0","13",
"860Z200US12074","ZCTA5 12074","2956","472","2944","472","2876","475","0","13","0","13","38","48","0","13","0","13","30","26","0","13","30","26","12","22","12","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12075","ZCTA5 12075","3159","408","3043","414","2663","455","78","65","0","13","0","13","0","13","127","155","175","143","110","126","65","75","116","151","12","11","0","13","0","13","0","13","0","13","104","151","0","13","0","13","0","13",
"860Z200US12076","ZCTA5 12076","1271","170","1220","164","1074","156","10","10","0","13","16","17","0","13","75","62","45","38","28","35","17","16","51","35","12","12","0","13","0","13","0","13","0","13","9","15","30","24","22","20","8","12",
"860Z200US12077","ZCTA5 12077","6752","677","6438","654","5515","691","451","166","6","14","351","205","0","19","21","33","94","72","0","19","94","72","314","207","141","145","12","23","0","19","0","19","0","19","103","140","58","62","58","62","0","19",
"860Z200US12078","ZCTA5 12078","23144","772","22019","797","20147","785","376","146","20","33","192","113","37","48","51","53","1196","461","600","441","596","168","1125","233","274","179","32","39","0","25","0","25","0","25","399","172","420","131","368","132","52","42",
"860Z200US12082","ZCTA5 12082","2","3","2","3","0","13","0","13","0","13","0","13","0","13","0","13","2","3","0","13","2","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12083","ZCTA5 12083","3900","531","3758","489","3638","481","3","5","0","13","0","13","0","13","35","42","82","87","9","11","73","86","142","115","108","102","0","13","0","13","0","13","0","13","34","53","0","13","0","13","0","13",
"860Z200US12084","ZCTA5 12084","5069","550","4907","519","3085","452","373","246","0","19","1344","389","0","19","0","19","105","85","27","44","78","71","162","109","71","71","65","71","0","19","0","19","0","19","25","32","1","4","1","4","0","19",
"860Z200US12085","ZCTA5 12085","255","92","255","92","208","87","25","22","0","13","0","13","0","13","0","13","22","34","0","13","22","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12086","ZCTA5 12086","1648","389","1383","284","1328","278","0","13","0","13","8","12","0","13","0","13","47","44","0","13","47","44","265","200","244","197","0","13","5","18","0","13","0","13","16","21","0","13","0","13","0","13",
"860Z200US12087","ZCTA5 12087","1279","376","1279","376","1125","324","0","13","0","13","9","12","0","13","0","13","145","99","112","91","33","35","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12090","ZCTA5 12090","5782","456","5578","456","5367","461","27","34","2","3","0","19","0","19","92","121","90","74","43","50","47","57","204","161","61","83","0","19","0","19","0","19","0","19","129","139","14","21","14","21","0","19",
"860Z200US12092","ZCTA5 12092","1604","326","1545","340","1500","348","20","27","0","13","0","13","6","10","0","13","19","21","4","6","15","20","59","75","4","7","55","74","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12093","ZCTA5 12093","1385","229","1361","226","1250","216","0","13","0","13","23","29","0","13","0","13","88","63","64","53","24","30","24","20","9","11","0","13","0","13","0","13","0","13","0","13","15","16","15","16","0","13",
"860Z200US12094","ZCTA5 12094","2676","654","2555","610","2476","613","26","40","0","13","0","13","0","13","0","13","53","52","28","46","25","26","121","174","121","174","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12095","ZCTA5 12095","12586","613","12077","642","11364","655","274","78","0","21","73","69","0","21","0","21","366","207","168","147","198","155","509","249","221","95","7","13","0","21","0","21","0","21","73","52","208","188","119","123","89","122",
"860Z200US12106","ZCTA5 12106","2171","291","2022","266","1963","256","0","13","0","13","2","4","0","13","0","13","57","54","3","5","54","54","149","109","85","87","0","13","0","13","0","13","0","13","47","72","17","21","17","21","0","13",
"860Z200US12108","ZCTA5 12108","408","100","407","100","341","97","21","12","0","13","0","13","0","13","0","13","45","32","20","21","25","23","1","3","1","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12110","ZCTA5 12110","19744","1169","19136","1160","15171","1178","678","195","0","21","2233","517","0","21","0","21","1054","464","199","123","855","463","608","259","234","161","34","55","0","21","120","145","0","21","137","140","83","71","60","74","23","36",
"860Z200US12115","ZCTA5 12115","95","61","95","61","95","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12116","ZCTA5 12116","1351","310","1334","308","1334","308","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","24","17","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
