"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US14216","ZCTA5 14216","24009","1350","21757","1344","16912","1278","3666","694","101","71","299","147","4","7","20","32","755","251","49","47","706","246","2252","657","414","196","123","90","32","57","0","25","0","25","1215","531","468","235","402","236","66","63",
"860Z200US14217","ZCTA5 14217","22921","661","21777","736","19035","961","1365","462","96","78","225","132","0","25","16","21","1040","427","117","72","923","428","1144","362","389","193","0","25","0","25","20","32","0","25","233","200","502","273","272","127","230","259",
"860Z200US14218","ZCTA5 14218","20936","487","19405","589","15330","823","3107","828","65","48","97","112","0","25","31","42","775","343","196","197","579","287","1531","386","564","297","42","54","0","25","35","44","0","25","520","195","370","154","255","150","115","79",
"860Z200US14219","ZCTA5 14219","10854","774","10354","788","9627","731","92","51","24","34","137","173","11","21","48","58","415","224","111","170","304","142","500","240","241","151","0","21","0","21","0","21","0","21","183","166","76","57","59","55","17","28",
"860Z200US14220","ZCTA5 14220","23926","1484","21304","1432","19479","1191","814","604","61","77","414","493","10","19","0","25","526","215","142","128","384","173","2622","661","944","370","103","142","0","25","0","25","0","25","972","387","603","320","474","252","129","191",
"860Z200US14221","ZCTA5 14221","55228","1859","53565","1871","46681","1892","863","341","25","23","4289","688","0","31","125","128","1582","439","358","209","1224","411","1663","490","650","311","48","41","35","43","21","37","0","31","540","342","369","153","306","140","63","64",
"860Z200US14222","ZCTA5 14222","15744","1378","14359","1338","11697","1264","1616","367","71","77","405","140","0","21","44","52","526","268","57","43","469","261","1385","414","356","188","163","95","0","21","42","68","0","21","450","199","374","280","311","260","63","76",
"860Z200US14223","ZCTA5 14223","22482","1360","21933","1381","18925","1542","1018","402","13","17","1112","549","0","25","96","149","769","323","207","169","562","279","549","269","257","214","138","126","0","25","0","25","0","25","2","5","152","123","110","103","42","65",
"860Z200US14224","ZCTA5 14224","40745","597","39367","705","37657","825","684","373","30","29","185","99","16","25","9","13","786","338","242","157","544","257","1378","398","736","320","116","109","0","28","0","28","0","28","304","172","222","106","159","88","63","66",
"860Z200US14225","ZCTA5 14225","34063","1117","32715","1162","25260","1166","4347","853","77","107","958","399","23","27","293","203","1757","542","280","170","1477","512","1348","407","338","162","34","31","29","48","0","28","0","28","427","216","520","295","286","206","234","232",
"860Z200US14226","ZCTA5 14226","29273","1344","27713","1378","21273","1300","2808","766","158","141","1851","523","12","21","56","62","1555","731","169","131","1386","702","1560","545","929","430","17","22","0","25","0","25","0","25","288","241","326","246","322","245","4","6",
"860Z200US14227","ZCTA5 14227","21329","1042","20236","1063","17702","1227","1874","564","21","29","473","261","0","25","4","7","162","107","24","29","138","105","1093","494","905","463","25","30","0","25","4","8","0","25","12","20","147","108","116","92","31","46",
"860Z200US14228","ZCTA5 14228","25038","1610","23561","1576","17724","1559","1825","609","73","76","3516","694","6","10","12","20","405","255","22","29","383","258","1477","582","694","306","95","87","55","75","0","25","0","25","58","69","575","367","235","189","340","277",
"860Z200US14260","ZCTA5 14260","812","193","764","189","474","139","151","97","5","10","110","60","0","13","0","13","24","26","11","23","13","13","48","37","5","10","5","10","0","13","0","13","0","13","33","28","5","8","5","8","0","13",
"860Z200US14261","ZCTA5 14261","4818","206","4289","262","2504","309","767","154","27","44","759","168","5","10","0","13","227","120","6","10","221","119","529","163","47","30","127","124","36","70","9","14","0","13","135","86","175","141","92","70","83","88",
"860Z200US14301","ZCTA5 14301","12151","976","11272","940","7113","731","2841","622","70","52","270","234","0","21","124","95","854","265","34","39","820","263","879","359","206","201","70","85","0","21","0","21","0","21","200","181","403","350","147","93","256","329",
"860Z200US14302","ZCTA5 14302","206","117","184","124","73","30","107","116","0","13","4","6","0","13","0","13","0","13","0","13","0","13","22","33","0","13","0","13","0","13","0","13","0","13","0","13","22","33","22","33","0","13",
"860Z200US14303","ZCTA5 14303","6159","766","5517","713","3304","401","1022","323","93","85","238","178","12","19","0","19","848","369","1","5","847","369","642","335","129","113","34","51","3","7","0","19","0","19","229","212","247","215","87","115","160","169",
"860Z200US14304","ZCTA5 14304","28582","1345","27245","1417","24848","1425","681","265","200","122","547","191","20","33","81","89","868","345","180","183","688","283","1337","483","607","296","8","15","0","25","10","16","0","25","293","132","419","344","353","343","66","50",
"860Z200US14305","ZCTA5 14305","16605","1012","15292","952","9302","755","4147","617","291","156","119","89","0","21","66","45","1367","385","115","89","1252","373","1313","350","417","204","116","104","2","5","0","21","0","21","326","200","452","248","381","230","71","72",
"860Z200US14411","ZCTA5 14411","12608","354","12106","397","10372","500","1361","295","3","5","57","40","0","21","26","21","287","165","62","51","225","164","502","248","227","222","19","23","0","21","0","21","0","21","101","56","155","179","99","131","56","101",
"860Z200US14413","ZCTA5 14413","174","122","127","114","101","122","0","13","0","13","0","13","0","13","0","13","26","34","26","34","0","13","47","63","0","13","0","13","0","13","0","13","0","13","32","44","15","20","15","20","0","13",
"860Z200US14414","ZCTA5 14414","6783","313","6653","318","6296","332","42","25","14","21","47","70","0","19","24","40","230","119","68","82","162","93","130","100","117","89","0","19","0","19","0","19","0","19","2","13","11","18","11","18","0","19",
"860Z200US14415","ZCTA5 14415","127","95","127","95","127","95","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14416","ZCTA5 14416","3800","214","3733","219","3595","253","21","41","1","2","44","59","0","13","23","33","49","36","4","7","45","35","67","45","47","44","0","13","0","13","0","13","0","13","9","10","11","16","11","16","0","13",
"860Z200US14418","ZCTA5 14418","1103","189","1103","189","942","163","2","3","0","13","157","140","0","13","0","13","2","4","0","13","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14420","ZCTA5 14420","19945","357","18405","678","16463","754","970","283","32","44","412","192","0","21","52","46","476","212","106","95","370","190","1540","659","712","375","44","44","2","3","16","27","14","21","567","558","185","142","174","142","11","15",
"860Z200US14422","ZCTA5 14422","1763","280","1731","276","1546","261","37","32","0","13","0","13","0","13","23","38","125","66","38","33","87","64","32","39","0","13","0","13","0","13","0","13","0","13","0","13","32","39","15","30","17","25",
"860Z200US14423","ZCTA5 14423","4906","293","4685","318","4308","342","110","86","0","13","74","80","0","13","54","77","139","85","36","36","103","70","221","129","3","8","0","13","0","13","0","13","0","13","71","93","147","115","119","108","28","37",
"860Z200US14424","ZCTA5 14424","28582","532","27319","598","25986","629","351","113","11","17","198","106","0","25","32","37","741","279","190","155","551","207","1263","285","480","218","22","33","0","25","0","25","0","25","409","203","352","176","245","124","107","105",
"860Z200US14425","ZCTA5 14425","13201","328","12492","412","11404","514","227","155","0","21","203","101","0","21","0","21","658","258","247","175","411","194","709","218","445","134","108","124","0","21","0","21","0","21","13","20","143","138","122","125","21","23",
"860Z200US14427","ZCTA5 14427","1721","237","1666","222","1555","210","12","15","8","13","0","13","0","13","11","14","80","49","24","21","56","44","55","52","46","47","0","13","0","13","0","13","0","13","9","16","0","13","0","13","0","13",
"860Z200US14428","ZCTA5 14428","7297","408","7089","400","6811","435","97","61","3","6","51","52","0","19","24","36","103","73","0","19","103","73","208","131","9","14","0","19","0","19","0","19","0","19","71","86","128","97","89","77","39","58",
"860Z200US14432","ZCTA5 14432","5520","610","5238","624","4781","654","29","23","0","19","13","22","0","19","0","19","415","350","96","91","319","338","282","171","228","160","0","19","0","19","0","19","0","19","21","46","33","31","23","24","10","19",
"860Z200US14433","ZCTA5 14433","4265","313","4183","313","4065","314","46","33","5","7","0","13","0","13","0","13","67","54","13","19","54","48","82","55","7","12","21","27","0","13","0","13","0","13","42","42","12","13","6","9","6","10",
"860Z200US14435","ZCTA5 14435","2296","290","2296","290","2125","259","1","3","0","13","0","13","0","13","7","12","163","110","83","78","80","82","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14437","ZCTA5 14437","9168","385","8914","426","8737","438","71","56","1","2","29","32","0","19","8","12","68","56","37","47","31","32","254","221","52","40","34","54","0","19","0","19","0","19","158","208","10","12","10","12","0","19",
"860Z200US14441","ZCTA5 14441","431","157","417","157","399","155","8","16","0","13","4","6","0","13","0","13","6","10","0","13","6","10","14","17","9","16","0","13","0","13","0","13","0","13","5","9","0","13","0","13","0","13",
"860Z200US14445","ZCTA5 14445","7689","458","7211","344","6669","404","255","189","32","44","59","42","14","24","15","22","167","103","84","73","83","50","478","263","145","92","154","208","0","19","0","19","0","19","117","81","62","53","51","52","11","18",
"860Z200US14450","ZCTA5 14450","43082","1136","41534","1372","38378","1362","720","357","17","22","904","319","10","17","112","124","1393","450","431","267","962","361","1548","585","531","315","69","84","0","28","53","88","0","28","102","72","793","540","743","537","50","54",
"860Z200US14453","ZCTA5 14453","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14454","ZCTA5 14454","11058","367","10447","417","9620","426","287","102","0","21","275","148","0","21","27","25","238","157","86","83","152","137","611","160","282","126","5","9","0","21","0","21","0","21","159","66","165","99","156","99","9","15",
"860Z200US14456","ZCTA5 14456","19796","586","17520","626","15372","663","1018","241","39","32","498","187","0","21","26","37","567","179","67","43","500","172","2276","294","817","202","190","104","0","21","0","21","0","21","533","189","736","208","529","179","207","103",
"860Z200US14462","ZCTA5 14462","803","212","789","215","702","192","0","13","0","13","0","13","0","13","0","13","87","81","76","79","11","18","14","18","5","7","0","13","0","13","0","13","0","13","0","13","9","16","0","13","9","16",
"860Z200US14463","ZCTA5 14463","302","149","302","149","297","149","0","13","5","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14464","ZCTA5 14464","6656","482","6600","480","6394","489","54","38","0","19","0","19","0","19","0","19","152","92","41","47","111","83","56","41","21","22","0","19","0","19","0","19","0","19","14","23","21","23","21","23","0","19",
"860Z200US14466","ZCTA5 14466","1697","414","1655","410","1629","405","0","13","0","13","0","13","0","13","10","20","16","39","16","39","0","13","42","51","42","51","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14467","ZCTA5 14467","10381","1151","9975","1130","7744","985","916","423","2","6","898","407","0","21","36","57","379","239","16","25","363","246","406","257","234","219","21","35","0","21","0","21","0","21","24","39","127","127","106","124","21","35",
"860Z200US14468","ZCTA5 14468","18866","1183","17869","1219","17060","1239","336","190","16","21","16","25","0","21","40","56","401","174","207","140","194","143","997","424","201","126","21","29","0","21","17","28","0","21","185","225","573","348","541","349","32","29",
"860Z200US14469","ZCTA5 14469","5937","496","5906","488","5803","495","12","16","1","2","2","5","0","19","0","19","88","54","40","40","48","37","31","39","7","9","0","19","8","16","0","19","0","19","1","5","15","24","0","19","15","24",
"860Z200US14470","ZCTA5 14470","7654","266","7404","304","6898","321","145","101","11","11","41","43","0","19","0","19","309","130","139","90","170","84","250","169","150","139","0","19","0","19","0","19","0","19","74","113","26","28","26","28","0","19",
"860Z200US14471","ZCTA5 14471","2735","276","2728","276","2510","285","178","175","0","13","0","13","0","13","17","28","23","23","0","13","23","23","7","6","3","5","0","13","0","13","0","13","0","13","0","13","4","5","0","13","4","5",
"860Z200US14472","ZCTA5 14472","9139","508","8954","537","8567","531","27","23","0","19","15","21","0","19","0","19","345","172","252","163","93","71","185","119","136","100","0","19","0","19","23","35","0","19","11","17","15","18","8","11","7","14",
"860Z200US14475","ZCTA5 14475","298","108","298","108","292","109","0","13","0","13","6","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14476","ZCTA5 14476","2461","170","2078","234","2014","232","0","13","12","18","0","13","0","13","22","35","30","47","30","47","0","13","383","193","138","151","11","20","0","13","0","13","0","13","12","20","222","164","222","164","0","13",
"860Z200US14477","ZCTA5 14477","1672","372","1657","367","1557","372","29","46","28","42","1","3","0","13","0","13","42","35","28","31","14","15","15","26","0","13","0","13","0","13","0","13","0","13","15","26","0","13","0","13","0","13",
"860Z200US14478","ZCTA5 14478","1369","204","1350","206","1320","208","14","17","0","13","0","13","0","13","0","13","16","23","0","13","16","23","19","20","19","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14479","ZCTA5 14479","98","88","98","88","98","88","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14480","ZCTA5 14480","588","394","561","393","551","394","0","13","0","13","0","13","0","13","0","13","10","15","0","13","10","15","27","34","0","13","0","13","0","13","0","13","0","13","0","13","27","34","27","34","0","13",
"860Z200US14481","ZCTA5 14481","1775","222","1749","221","1672","208","4","6","0","13","15","22","0","13","0","13","58","42","0","13","58","42","26","21","19","17","0","13","0","13","0","13","0","13","0","13","7","11","1","3","6","10",
"860Z200US14482","ZCTA5 14482","8393","276","8168","307","7733","375","116","89","4","6","142","117","0","19","0","19","173","94","30","47","143","85","225","118","195","121","0","19","0","19","0","19","0","19","7","14","23","28","23","28","0","19",
"860Z200US14485","ZCTA5 14485","4102","216","3951","232","3642","246","29","27","0","13","20","29","0","13","46","52","214","124","69","68","145","113","151","98","85","82","13","23","0","13","12","18","0","13","20","40","21","28","21","28","0","13",
"860Z200US14486","ZCTA5 14486","255","116","255","116","255","116","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14487","ZCTA5 14487","5661","533","5574","530","5229","525","4","11","0","19","117","98","0","19","0","19","224","114","17","24","207","109","87","62","26","26","0","19","0","19","0","19","0","19","5","11","56","51","33","38","23","33",
"860Z200US14489","ZCTA5 14489","7054","324","6619","346","5947","385","374","126","4","6","0","19","0","19","15","25","279","125","29","35","250","118","435","202","90","92","25","39","40","77","0","19","0","19","97","129","183","154","183","154","0","19",
"860Z200US14502","ZCTA5 14502","10135","772","9977","782","8908","755","117","71","0","21","350","147","0","21","55","58","547","298","293","267","254","125","158","152","110","136","0","21","0","21","0","21","0","21","14","19","34","38","33","37","1","5",
"860Z200US14504","ZCTA5 14504","1534","234","1518","235","1435","218","5","7","4","8","31","45","0","13","0","13","43","33","4","6","39","32","16","18","5","6","9","12","0","13","0","13","0","13","0","13","2","4","2","4","0","13",
"860Z200US14505","ZCTA5 14505","4896","477","4615","514","4436","518","30","48","5","9","0","13","0","13","26","37","118","82","43","51","75","65","281","213","58","50","0","13","0","13","0","13","0","13","200","232","23","31","16","27","7","12",
"860Z200US14506","ZCTA5 14506","700","201","700","201","688","199","0","13","0","13","0","13","0","13","0","13","12","22","12","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14507","ZCTA5 14507","1054","217","1027","212","984","212","34","32","0","13","0","13","0","13","0","13","9","11","9","11","0","13","27","28","27","28","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14510","ZCTA5 14510","4778","141","4324","218","4008","253","117","111","17","17","0","13","0","13","0","13","182","176","125","170","57","46","454","158","253","123","29","32","0","13","0","13","0","13","136","123","36","61","12","17","24","60",
"860Z200US14511","ZCTA5 14511","385","196","352","159","277","123","13","19","0","13","0","13","0","13","0","13","62","97","0","13","62","97","33","53","18","30","0","13","0","13","0","13","0","13","0","13","15","23","0","13","15","23",
"860Z200US14512","ZCTA5 14512","4855","352","4820","342","4645","325","9","7","12","15","27","20","5","10","6","8","116","48","34","28","82","39","35","22","17","16","0","13","0","13","0","13","0","13","0","13","18","19","18","19","0","13",
"860Z200US14513","ZCTA5 14513","13835","482","12011","601","10935","612","417","180","0","21","93","91","0","21","19","29","547","211","51","52","496","195","1824","476","347","217","82","97","80","99","0","21","0","21","611","382","704","266","657","263","47","79",
"860Z200US14514","ZCTA5 14514","5899","733","5698","713","4893","826","481","410","7","14","92","77","29","42","14","24","182","125","74","80","108","96","201","149","19","30","0","19","0","19","0","19","0","19","60","101","122","109","105","110","17","36",
"860Z200US14515","ZCTA5 14515","138","132","138","132","138","132","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14516","ZCTA5 14516","2505","369","2408","361","2211","341","133","79","0","13","37","40","0","13","17","25","10","8","6","8","4","5","97","111","19","31","0","13","0","13","0","13","0","13","58","100","20","40","20","40","0","13",
"860Z200US14517","ZCTA5 14517","2776","189","2718","191","2551","216","48","52","3","4","0","13","0","13","0","13","116","106","113","106","3","4","58","67","57","67","0","13","0","13","0","13","0","13","0","13","1","3","1","3","0","13",
"860Z200US14519","ZCTA5 14519","12480","494","12322","516","11608","523","125","85","4","7","54","57","0","21","0","21","531","145","29","36","502","143","158","156","25","29","0","21","0","21","0","21","0","21","100","144","33","39","31","38","2","5",
"860Z200US14521","ZCTA5 14521","3366","199","3233","208","2832","197","311","84","0","13","2","4","0","13","14","20","74","60","15","20","59","56","133","66","68","50","19","26","1","2","0","13","0","13","45","48","0","13","0","13","0","13",
"860Z200US14522","ZCTA5 14522","9575","792","9382","797","8998","739","42","34","17","18","189","188","0","19","0","19","136","89","31","47","105","70","193","138","101","116","0","19","0","19","21","45","0","19","23","31","48","54","19","23","29","46",
"860Z200US14525","ZCTA5 14525","2536","354","2523","353","2475","352","13","21","0","13","0","13","0","13","9","10","26","25","3","4","23","26","13","15","2","5","0","13","0","13","0","13","0","13","0","13","11","15","11","15","0","13",
"860Z200US14526","ZCTA5 14526","19738","1158","18994","1158","17678","1176","162","81","9","11","389","241","4","10","85","87","667","323","392","280","275","145","744","330","312","214","69","53","0","21","0","21","0","21","28","47","335","235","303","228","32","54",
"860Z200US14527","ZCTA5 14527","12870","565","12535","563","12266","566","15","22","0","21","89","102","0","21","27","32","138","104","11","15","127","106","335","99","123","81","0","21","0","21","0","21","0","21","127","74","85","70","85","70","0","21",
"860Z200US14529","ZCTA5 14529","48","53","48","53","48","53","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14530","ZCTA5 14530","6498","257","6193","285","5475","397","202","127","0","19","0","19","0","19","69","101","447","268","121","116","326","224","305","148","130","87","0","19","12","23","0","19","0","19","147","150","16","25","16","25","0","19",
"860Z200US14532","ZCTA5 14532","3849","462","3629","482","3555","469","9","16","0","13","0","13","0","13","0","13","65","70","11","22","54","66","220","146","114","115","0","13","0","13","0","13","0","13","61","49","45","66","45","66","0","13",
"860Z200US14533","ZCTA5 14533","1822","248","1660","273","1593","277","18","26","0","13","0","13","0","13","0","13","49","67","45","66","4","6","162","177","22","34","0","13","0","13","0","13","0","13","140","168","0","13","0","13","0","13",
"860Z200US14534","ZCTA5 14534","33914","1231","32266","1240","27619","1179","708","413","1","2","2728","440","0","28","115","94","1095","325","234","138","861","282","1648","662","717","274","53","103","0","28","38","42","0","28","48","39","792","579","755","576","37","44",
"860Z200US14536","ZCTA5 14536","643","127","598","127","549","120","3","8","0","13","34","35","0","13","0","13","12","16","10","17","2","3","45","56","12","29","0","13","0","13","0","13","0","13","33","45","0","13","0","13","0","13",
"860Z200US14537","ZCTA5 14537","117","95","117","95","112","94","0","13","0","13","0","13","0","13","0","13","5","9","0","13","5","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14539","ZCTA5 14539","187","158","187","158","187","158","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14541","ZCTA5 14541","3660","329","3380","312","2532","300","686","79","1","2","5","6","3","4","16","17","137","61","7","9","130","58","280","107","128","63","17","16","0","13","0","13","0","13","79","65","56","65","56","65","0","13",
"860Z200US14542","ZCTA5 14542","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14543","ZCTA5 14543","3217","260","3185","259","2880","258","64","44","0","13","75","66","0","13","0","13","166","124","61","44","105","119","32","25","10","15","3","5","0","13","0","13","0","13","0","13","19","28","1","3","18","28",
"860Z200US14544","ZCTA5 14544","2157","339","2062","331","2023","330","3","8","0","13","10","17","0","13","0","13","26","24","4","6","22","24","95","81","87","78","0","13","0","13","2","4","0","13","0","13","6","8","6","8","0","13",
"860Z200US14545","ZCTA5 14545","108","50","108","50","104","51","0","13","0","13","0","13","0","13","0","13","4","6","0","13","4","6","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14546","ZCTA5 14546","4920","382","4789","394","4462","411","144","109","2","3","24","33","0","13","0","13","157","96","44","64","113","81","131","104","91","91","17","28","0","13","0","13","0","13","16","20","7","11","7","11","0","13",
"860Z200US14548","ZCTA5 14548","4042","466","3803","477","3525","417","9","9","0","13","0","13","0","13","220","233","49","34","13","14","36","30","239","139","44","40","0","13","0","13","0","13","0","13","191","144","4","6","0","13","4","6",
"860Z200US14549","ZCTA5 14549","390","249","390","249","390","249","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14550","ZCTA5 14550","1233","233","1190","222","1154","219","15","17","0","13","0","13","0","13","0","13","21","25","0","13","21","25","43","66","26","36","0","13","0","13","0","13","0","13","17","35","0","13","0","13","0","13",
"860Z200US14551","ZCTA5 14551","4956","522","4721","531","4034","484","477","196","2","4","10","16","3","6","44","62","151","159","78","112","73","100","235","164","107","100","0","13","0","13","0","13","0","13","112","109","16","19","16","19","0","13",
"860Z200US14555","ZCTA5 14555","1203","253","1147","241","1017","239","65","51","0","13","0","13","0","13","9","16","56","47","22","28","34","34","56","56","38","47","0","13","0","13","0","13","0","13","0","13","18","25","3","7","15","24",
"860Z200US14556","ZCTA5 14556","1184","49","997","76","429","103","530","97","0","13","6","12","0","13","6","9","26","21","11","15","15","15","187","64","71","36","35","44","15","17","0","13","0","13","35","30","31","29","14","18","17","24",
"860Z200US14557","ZCTA5 14557","121","51","107","51","101","56","0","13","0","13","6","12","0","13","0","13","0","13","0","13","0","13","14","24","0","13","0","13","0","13","0","13","0","13","0","13","14","24","14","24","0","13",
"860Z200US14559","ZCTA5 14559","18375","879","18074","901","17176","998","341","231","4","6","71","50","0","21","21","40","461","255","111","110","350","224","301","145","173","115","0","21","0","21","0","21","0","21","38","35","90","66","64","59","26","28",
"860Z200US14560","ZCTA5 14560","2202","326","2141","320","2003","292","0","13","0","13","2","5","0","13","14","20","122","101","64","71","58","78","61","41","33","23","0","13","0","13","0","13","0","13","25","26","3","17","3","17","0","13",
"860Z200US14561","ZCTA5 14561","2382","381","2259","367","2225","370","18","26","0","13","0","13","0","13","0","13","16","26","16","26","0","13","123","147","122","146","0","13","0","13","0","13","0","13","0","13","1","3","0","13","1","3",
"860Z200US14564","ZCTA5 14564","16006","341","15616","350","14397","510","232","164","0","21","596","244","0","21","82","120","309","168","76","115","233","113","390","183","74","61","0","21","0","21","0","21","0","21","19","28","297","171","250","151","47","62",
"860Z200US14568","ZCTA5 14568","6349","703","6021","663","5869","670","49","63","0","19","24","25","0","19","15","24","64","45","16","27","48","36","328","287","0","19","0","19","0","19","0","19","0","19","328","287","0","19","0","19","0","19",
"860Z200US14569","ZCTA5 14569","6387","260","6283","235","6122","240","26","33","0","19","17","29","0","19","18","30","100","86","81","83","19","19","104","102","25","39","0","19","0","19","0","19","0","19","75","90","4","6","0","19","4","6",
"860Z200US14571","ZCTA5 14571","1306","259","1270","255","1105","233","123","71","23","25","0","13","0","13","16","28","3","5","3","5","0","13","36","54","0","13","0","13","0","13","0","13","0","13","36","54","0","13","0","13","0","13",
"860Z200US14572","ZCTA5 14572","4979","386","4805","409","4539","422","33","23","0","13","0","13","0","13","69","71","164","86","17","16","147","84","174","92","0","13","0","13","0","13","0","13","0","13","42","54","132","78","21","18","111","78",
