zcta5,total,nh_total,white,black,native,asian,hwpi,other,multi,hispanic
11952,5231,4548,4540,8,0,0,0,0,0,683
11953,13701,11752,9414,1822,8,126,0,32,350,1949
11954,4322,4112,3946,32,23,1,0,23,87,210
11955,2857,2591,2348,164,5,0,1,0,73,266
11956,305,275,268,0,0,3,0,0,4,30
11957,1220,1184,1148,8,0,6,0,17,5,36
11958,893,740,740,0,0,0,0,0,0,153
11959,632,499,467,17,0,0,0,0,15,133
11960,962,895,895,0,0,0,0,0,0,67
11961,13126,12078,11208,447,0,181,0,39,203,1048
11962,344,275,271,0,0,4,0,0,0,69
11963,8445,7236,6539,202,0,285,0,28,182,1209
11964,3129,2619,2027,31,81,224,0,256,0,510
11965,491,489,488,1,0,0,0,0,0,2
11967,26860,21088,16801,2255,22,1426,7,45,532,5772
11968,13623,11488,9423,1169,189,357,0,13,337,2135
11970,563,511,476,0,0,35,0,0,0,52
11971,6286,5483,5104,27,0,232,0,72,48,803
11972,413,383,381,2,0,0,0,0,0,30
11973,39,14,4,0,0,10,0,0,0,25
11975,426,423,326,27,0,7,0,0,63,3
11976,2437,2230,2127,13,0,38,0,0,52,207
11977,3069,2826,2677,11,0,90,0,21,27,243
11978,3969,3696,3108,170,0,73,0,112,233,273
11980,5144,4390,4105,167,3,87,0,0,28,754
12007,325,325,325,0,0,0,0,0,0,0
12008,427,427,427,0,0,0,0,0,0,0
12009,8322,8080,7128,201,6,559,0,6,180,242
12010,27213,20877,18737,1036,16,383,6,28,671,6336
12015,4135,3740,3238,40,0,227,0,0,235,395
12017,419,405,387,0,0,4,0,14,0,14
12018,7300,7185,7053,18,0,19,0,0,95,115
12019,15280,14869,13455,202,8,708,0,86,410,411
12020,34571,33292,30890,588,2,806,0,259,747,1279
12022,1038,1000,979,3,0,0,0,0,18,38
12023,2374,2371,2287,8,0,24,0,0,52,3
12024,83,83,83,0,0,0,0,0,0,0
12025,5260,5055,4815,45,0,107,0,0,88,205
12027,4244,4176,3923,12,0,39,0,72,130,68
12028,1082,1082,1082,0,0,0,0,0,0,0
12029,991,974,896,44,0,0,0,6,28,17
12031,191,146,146,0,0,0,0,0,0,45
12032,737,733,724,0,0,0,0,0,9,4
12033,7640,7137,6870,67,1,53,0,64,82,503
12035,484,484,468,10,0,0,0,0,6,0
12036,220,213,210,0,0,3,0,0,0,7
12037,4083,4001,3642,38,0,23,0,12,286,82
12040,28,28,28,0,0,0,0,0,0,0
12041,319,319,319,0,0,0,0,0,0,0
12042,297,297,291,0,0,0,0,0,6,0
12043,7719,7361,6598,169,6,144,0,211,233,358
12045,467,467,453,14,0,0,0,0,0,0
12046,519,489,489,0,0,0,0,0,0,30
12047,23293,21967,16964,1483,31,1610,30,11,1838,1326
12051,6050,5613,4281,1122,69,5,0,0,136,437
12052,1974,1967,1947,0,0,0,0,0,20,7
12053,4253,4001,3780,41,0,1,0,0,179,252
12054,16995,16533,15602,181,0,441,0,49,260,462
12056,2029,1891,1844,0,0,0,0,0,47,138
12057,1997,1945,1805,0,0,77,0,0,63,52
12058,1163,1163,1066,58,0,0,0,0,39,0
12059,1417,1413,1382,0,0,6,15,0,10,4
12060,1813,1754,1681,0,3,22,0,22,26,59
12061,10179,9471,8459,240,2,617,0,0,153,708
12062,1662,1506,1463,0,0,22,0,0,21,156
12063,609,609,609,0,0,0,0,0,0,0
12064,254,238,231,0,0,3,0,1,3,16
12065,44563,42802,36579,1155,25,2935,0,100,2008,1761
12066,1834,1815,1693,8,0,4,0,0,110,19
12067,1457,1457,1409,15,0,0,0,0,33,0
12068,2509,2444,2388,16,0,0,0,0,40,65
12069,483,483,399,84,0,0,0,0,0,0
12070,2499,2142,2081,29,0,32,0,0,0,357
12071,217,217,214,0,0,0,0,3,0,0
12072,2992,2899,2730,27,1,13,0,0,128,93
12074,2956,2944,2876,0,0,38,0,0,30,12
12075,3159,3043,2663,78,0,0,0,127,175,116
12076,1271,1220,1074,10,0,16,0,75,45,51
12077,6752,6438,5515,451,6,351,0,21,94,314
12078,23144,22019,20147,376,20,192,37,51,1196,1125
12082,2,2,0,0,0,0,0,0,2,0
12083,3900,3758,3638,3,0,0,0,35,82,142
12084,5069,4907,3085,373,0,1344,0,0,105,162
12085,255,255,208,25,0,0,0,0,22,0
12086,1648,1383,1328,0,0,8,0,0,47,265
12087,1279,1279,1125,0,0,9,0,0,145,0
12090,5782,5578,5367,27,2,0,0,92,90,204
12092,1604,1545,1500,20,0,0,6,0,19,59
12093,1385,1361,1250,0,0,23,0,0,88,24
12094,2676,2555,2476,26,0,0,0,0,53,121
12095,12586,12077,11364,274,0,73,0,0,366,509
12106,2171,2022,1963,0,0,2,0,0,57,149
12108,408,407,341,21,0,0,0,0,45,1
12110,19744,19136,15171,678,0,2233,0,0,1054,608
12115,95,95,95,0,0,0,0,0,0,0
12116,1351,1334,1334,0,0,0,0,0,0,17
12117,2716,2663,2518,4,0,0,0,0,141,53
12118,16557,16094,14932,19,26,630,0,16,471,463
12120,635,628,621,7,0,0,0,0,0,7
12121,2358,2227,2188,24,0,0,0,0,15,131
12122,3585,3507,3290,52,0,16,10,0,139,78
12123,4938,4738,4418,15,0,15,0,31,259,200
12124,246,204,204,0,0,0,0,0,0,42
12125,1092,1029,1002,0,0,16,0,0,11,63
12130,431,431,431,0,0,0,0,0,0,0
12131,188,186,181,0,0,0,0,0,5,2
12132,133,133,133,0,0,0,0,0,0,0
12134,4304,4133,3968,0,0,0,0,0,165,171
12136,790,781,766,10,0,0,0,0,5,9
12137,2035,2024,1945,63,0,0,0,0,16,11
12138,2922,2784,2652,23,2,17,0,16,74,138
12139,286,286,261,0,0,0,0,0,25,0
12140,1412,1412,1359,0,0,23,0,0,30,0
12143,5443,5308,4917,169,0,57,0,0,165,135
12144,21808,20675,17135,1195,17,1114,0,50,1164,1133
12147,412,412,391,0,0,17,0,0,4,0
12148,4371,4190,3781,87,0,250,0,0,72,181
12149,2208,2188,2091,32,10,0,4,0,51,20
12150,589,494,494,0,0,0,0,0,0,95
12151,871,857,823,20,0,10,0,0,4,14
12153,703,703,613,0,0,40,0,0,50,0
12154,2820,2820,2753,16,3,3,0,0,45,0
12155,1748,1619,1555,7,0,0,0,0,57,129
12156,831,730,701,16,0,0,0,0,13,101
12157,4574,4344,4033,56,0,70,0,0,185,230
12158,6045,5581,5195,107,0,107,0,0,172,464
12159,8663,8240,7286,181,0,627,0,12,134,423
12160,834,795,754,12,0,6,0,0,23,39
12161,35,35,35,0,0,0,0,0,0,0
12164,485,478,475,3,0,0,0,0,0,7
12165,198,198,198,0,0,0,0,0,0,0
12166,1505,1478,1432,28,0,3,0,0,15,27
12167,2414,2325,2241,27,0,10,0,10,37,89
12168,1749,1731,1647,0,0,0,0,55,29,18
12169,379,310,303,0,0,0,0,0,7,69
12170,5225,4804,4674,54,4,9,0,0,63,421
12172,211,211,211,0,0,0,0,0,0,0
12173,2038,1808,1695,16,0,0,0,3,94,230
12174,588,570,567,0,0,0,0,0,3,18
12175,700,605,581,9,0,7,0,0,8,95
12176,366,248,197,0,0,15,0,0,36,118
12177,455,455,319,0,0,0,0,0,136,0
12180,53807,49765,37110,6667,20,2894,0,111,2963,4042
12182,14790,13928,10979,1698,0,105,0,0,1146,862
12183,2968,2564,2106,161,0,27,0,17,253,404
12184,7288,6819,6511,30,14,59,5,16,184,469
12185,1785,1776,1743,0,2,6,2,0,23,9
12186,6325,6175,5868,20,1,56,0,25,205,150
12187,701,689,680,9,0,0,0,0,0,12
12188,11615,11132,10525,89,9,167,0,19,323,483
12189,18461,17080,12832,1673,13,1608,0,33,921,1381
12190,641,638,632,6,0,0,0,0,0,3
12192,1496,1370,1346,10,0,0,4,0,10,126
12193,1674,1674,1621,32,0,21,0,0,0,0
12194,177,177,177,0,0,0,0,0,0,0
12195,184,184,184,0,0,0,0,0,0,0
12196,3954,3785,3779,6,0,0,0,0,0,169
12197,1951,1916,1856,10,11,0,0,0,39,35
12198,7150,7012,6613,45,0,62,0,70,222,138
12202,9700,8387,2622,4418,5,618,0,79,645,1313
12203,30545,28832,21663,3019,3,2509,42,183,1413,1713
12204,8728,8252,3998,2576,7,809,62,99,701,476
12205,26436,24932,20014,1401,25,2230,28,103,1131,1504
12206,14793,12933,3456,6657,7,1194,0,159,1460,1860
12207,2337,2182,1042,1067,0,18,0,0,55,155
12208,23128,21721,15319,2997,32,2095,0,24,1254,1407
12209,10427,8421,5116,2074,0,905,0,27,299,2006
12210,9873,9203,4630,4073,0,192,0,30,278,670
12211,13254,12455,10085,477,0,1473,0,22,398,799
12222,6358,5123,3331,1117,8,379,0,31,257,1235
12226,0,0,0,0,0,0,0,0,0,0
12302,27915,26947,25372,252,19,421,0,50,833,968
12303,29680,26752,20329,2443,8,1371,33,488,2080,2928
12304,21901,20077,11381,3775,39,2180,0,589,2113,1824
12305,6922,6188,4071,1637,24,194,0,26,236,734
12306,27735,25848,21716,2110,8,788,26,91,1109,1887
12307,7863,6248,1660,2355,80,727,0,579,847,1615
12308,14367,12656,8549,2264,127,719,26,425,546,1711
12309,33332,31865,26037,853,0,2690,0,261,2024,1467
12401,35138,30507,24286,3681,21,551,0,25,1943,4631
12404,3864,3551,3356,16,0,25,0,0,154,313
12405,550,550,529,0,0,0,0,0,21,0
12406,590,387,377,0,6,3,0,0,1,203
12407,132,119,117,2,0,0,0,0,0,13
12409,958,921,870,0,0,41,0,10,0,37
12410,329,329,329,0,0,0,0,0,0,0
12411,377,377,317,0,0,7,0,0,53,0
12412,537,537,512,0,0,15,0,0,10,0
12413,3144,2945,2817,21,0,0,0,0,107,199
12414,10065,9071,7891,705,56,61,0,44,314,994
12416,205,174,95,0,7,10,0,0,62,31
12417,873,829,710,0,0,0,0,0,119,44
12418,294,294,249,4,0,0,0,0,41,0
12419,881,862,811,0,0,0,0,0,51,19
12420,351,351,351,0,0,0,0,0,0,0
12421,224,224,224,0,0,0,0,0,0,0
12422,398,398,374,0,0,24,0,0,0,0
12423,1255,1110,767,163,0,0,0,0,180,145
12424,261,241,241,0,0,0,0,0,0,20
12427,1025,985,974,7,0,4,0,0,0,40
12428,7032,5184,4475,424,14,38,0,83,150,1848
12429,153,101,52,49,0,0,0,0,0,52
12430,1341,1201,975,0,0,66,0,82,78,140
12431,1845,1747,1668,0,0,1,0,0,78,98
12432,581,386,386,0,0,0,0,0,0,195
12433,628,628,587,0,0,0,0,0,41,0
12434,984,971,926,15,0,0,0,0,30,13
12435,231,217,217,0,0,0,0,0,0,14
12436,430,430,430,0,0,0,0,0,0,0
12438,48,48,48,0,0,0,0,0,0,0
12439,297,263,263,0,0,0,0,0,0,34
12440,1493,1458,1273,14,0,15,0,147,9,35
12441,105,105,105,0,0,0,0,0,0,0
12442,648,624,624,0,0,0,0,0,0,24
12443,3582,3329,3057,36,0,33,0,37,166,253
12444,538,389,340,0,0,1,0,0,48,149
12446,4894,4480,3820,88,5,63,0,0,504,414
12448,142,142,142,0,0,0,0,0,0,0
12449,3193,2718,2298,199,0,41,0,42,138,475
12450,221,192,192,0,0,0,0,0,0,29
12451,1044,1044,1003,0,0,41,0,0,0,0
12452,27,27,27,0,0,0,0,0,0,0
12453,240,240,227,0,0,0,0,0,13,0
12454,456,456,408,0,0,20,0,0,28,0
12455,1810,1345,1270,20,0,11,0,11,33,465
12456,728,685,671,0,0,0,0,0,14,43
12457,1283,1266,1160,31,0,0,0,28,47,17
12458,3501,2748,1884,709,2,0,0,25,128,753
12459,68,68,68,0,0,0,0,0,0,0
12460,215,215,215,0,0,0,0,0,0,0
12461,1371,1307,1104,0,0,29,0,0,174,64
12463,1341,1307,1297,0,0,0,0,0,10,34
12464,1093,936,781,17,0,35,0,0,103,157
12465,384,376,228,0,0,144,0,0,4,8
12466,2070,1514,1146,135,0,0,0,92,141,556
12468,1325,1282,1198,13,2,13,0,0,56,43
12469,803,784,752,29,0,0,0,0,3,19
12470,778,778,778,0,0,0,0,0,0,0
12471,268,238,238,0,0,0,0,0,0,30
12472,1177,1131,981,31,0,24,18,0,77,46
12473,663,651,651,0,0,0,0,0,0,12
12474,856,818,759,4,0,0,0,0,55,38
12475,460,388,371,0,0,12,0,0,5,72
12477,18557,17591,15790,229,23,98,0,168,1283,966
12480,324,322,260,0,0,10,0,0,52,2
12481,1493,1468,1365,0,0,65,0,0,38,25
12482,550,550,541,0,0,0,0,0,9,0
12483,71,71,66,0,0,0,0,0,5,0
12484,3373,3160,2494,249,0,237,0,0,180,213
12485,904,885,866,11,0,0,0,0,8,19
12486,1760,1622,1072,59,0,26,0,441,24,138
12487,3935,3870,3083,422,0,7,0,0,358,65
12489,154,154,154,0,0,0,0,0,0,0
12490,0,0,0,0,0,0,0,0,0,0
12491,2059,1629,1577,0,5,0,0,0,47,430
12492,181,171,171,0,0,0,0,0,0,10
12493,324,244,219,22,0,0,0,2,1,80
12494,865,831,703,41,0,0,0,87,0,34
12495,87,87,87,0,0,0,0,0,0,0
12496,1311,1253,1054,42,0,65,0,0,92,58
12498,4580,4330,3842,55,0,149,0,29,255,250
12501,2170,1635,1456,13,0,98,0,27,41,535
12502,1147,1147,1012,7,0,17,0,2,109,0
12503,787,707,560,14,0,6,0,56,71,80
12504,1152,1018,662,112,12,174,21,0,37,134
12507,238,216,199,5,0,4,0,0,8,22
12508,19152,15463,11779,2760,15,278,0,100,531,3689
12512,184,184,176,0,0,0,0,8,0,0
12513,154,154,154,0,0,0,0,0,0,0
12514,2980,2899,2742,41,0,21,0,0,95,81
12515,1567,1379,1136,68,0,0,0,0,175,188
12516,1859,1783,1662,27,0,18,0,0,76,76
12517,384,346,304,0,0,0,0,0,42,38
12518,5861,5081,4570,148,0,198,0,31,134,780
12520,3088,2822,2638,25,0,70,0,0,89,266
12521,1607,1466,1278,26,0,8,0,8,146,141
12522,4775,4272,3918,17,0,155,0,0,182,503
12523,1986,1896,1826,18,0,12,0,0,40,90
12524,15609,13524,11226,1002,10,538,0,22,726,2085
12525,1739,1665,1172,19,0,0,0,20,454,74
12526,3519,3363,3149,108,0,35,0,15,56,156
12527,16,16,9,7,0,0,0,0,0,0
12528,13358,12125,9659,544,0,946,0,219,757,1233
12529,2296,2165,2073,8,4,0,0,8,72,131
12530,283,283,283,0,0,0,0,0,0,0
12531,2590,2542,2266,88,0,19,0,26,143,48
12533,26249,22283,18400,1024,48,1373,0,346,1092,3966
12534,17792,16603,12937,1393,0,1143,0,102,1028,1189
12538,14066,13138,11242,881,12,395,5,111,492,928
12540,9297,7892,7074,428,0,193,0,11,186,1405
12542,5490,5062,4663,98,0,35,0,0,266,428
12543,3135,2288,1943,311,2,0,0,0,32,847
12544,33,33,33,0,0,0,0,0,0,0
12545,4521,4230,3911,130,10,101,0,4,74,291
12546,2700,2343,2034,133,0,44,0,0,132,357
12547,3277,2954,2335,235,0,19,0,136,229,323
12548,1074,934,925,0,0,0,0,0,9,140
12549,10635,8456,7181,812,10,42,0,0,411,2179
12550,55404,34549,19989,11426,7,1103,0,122,1902,20855
12553,27409,20377,14280,4359,25,1150,25,120,418,7032
12561,18136,15831,13579,944,28,492,14,176,598,2305
12563,7691,6244,5317,626,0,135,7,16,143,1447
12564,7700,6531,5666,397,0,111,3,78,276,1169
12565,1559,1507,1280,189,0,2,0,0,36,52
12566,12407,11269,9846,504,0,59,0,52,808,1138
12567,2347,2194,2062,12,0,17,20,12,71,153
12569,9603,8462,7758,241,0,106,0,12,345,1141
12570,6923,6199,5186,475,0,256,0,0,282,724
12571,9235,8846,7810,359,0,149,0,35,493,389
12572,9287,8647,7968,214,0,157,1,175,132,640
12574,293,277,277,0,0,0,0,0,0,16
12575,1584,1162,1038,24,0,0,0,0,100,422
12577,1552,1341,1283,17,0,0,0,0,41,211
12578,2125,2068,1848,30,0,22,0,52,116,57
12580,4556,4332,3802,169,0,133,20,0,208,224
12581,2041,1559,1411,1,0,46,0,20,81,482
12582,6168,5310,3929,1149,5,107,0,0,120,858
12583,1832,1692,1632,9,0,32,0,11,8,140
12585,842,831,681,9,8,65,0,0,68,11
12586,12802,10533,8171,1255,0,102,19,54,932,2269
12589,19584,15858,12263,1625,0,342,0,159,1469,3726
12590,36816,30786,24611,3209,21,1616,0,528,801,6030
12592,1429,1090,980,93,0,8,0,0,9,339
12594,4117,3381,2798,431,0,12,0,0,140,736
12601,43623,35592,20556,11452,64,1170,33,237,2080,8031
12603,42215,37308,28309,4583,52,2282,15,331,1736,4907
12604,1978,1826,1281,123,0,301,0,8,113,152
12701,12448,8879,5841,1821,35,616,0,64,502,3569
12719,1132,1026,940,42,14,14,0,7,9,106
12720,274,274,274,0,0,0,0,0,0,0
12721,7872,6649,5767,262,67,99,0,12,442,1223
12722,0,0,0,0,0,0,0,0,0,0
12723,1776,1598,1265,236,7,11,5,5,69,178
12724,78,78,63,0,0,0,0,9,6,0
12725,323,295,236,0,0,9,0,0,50,28
12726,1357,1305,1272,8,0,2,0,0,23,52
12729,1382,1281,958,239,0,54,0,0,30,101
12732,830,728,703,0,0,3,0,8,14,102
12733,1996,1568,937,564,0,3,0,22,42,428
12734,1016,791,593,2,0,0,0,196,0,225
12736,122,106,106,0,0,0,0,0,0,16
12737,1625,1493,1438,0,0,7,0,0,48,132
12738,359,244,244,0,0,0,0,0,0,115
12740,1695,1572,1352,72,0,6,0,125,17,123
12741,168,158,117,18,0,0,0,0,23,10
12742,194,111,111,0,0,0,0,0,0,83
12743,310,310,285,2,0,0,0,0,23,0
12745,5,5,5,0,0,0,0,0,0,0
12746,600,558,497,0,0,28,0,0,33,42
12747,2026,1868,1457,223,0,92,0,0,96,158
12748,1751,1606,1482,53,0,13,0,9,49,145
12749,539,539,539,0,0,0,0,0,0,0
12750,36,36,36,0,0,0,0,0,0,0
12751,1151,1056,808,196,0,0,0,0,52,95
12752,302,298,259,19,0,0,0,20,0,4
12754,7800,5094,4038,737,0,111,0,45,163,2706
12758,3857,3732,3340,32,0,93,2,0,265,125
12759,2145,1881,1058,667,46,5,0,0,105,264
12760,425,324,304,0,0,20,0,0,0,101
12762,350,350,325,0,0,0,0,0,25,0
12763,470,411,372,23,0,0,0,0,16,59
12764,1713,1621,1465,85,0,32,0,10,29,92
12765,891,883,883,0,0,0,0,0,0,8
12766,658,658,623,0,0,19,0,0,16,0
12767,225,223,223,0,0,0,0,0,0,2
12768,866,570,531,8,0,0,0,0,31,296
12769,363,296,220,40,0,36,0,0,0,67
12770,180,140,140,0,0,0,0,0,0,40
12771,14454,12190,9736,953,168,524,0,12,797,2264
12775,2474,2033,1836,145,4,25,0,0,23,441
12776,2072,1758,1679,16,0,6,0,16,41,314
12777,846,801,714,20,0,26,0,1,40,45
12778,402,402,391,0,0,0,0,11,0,0
12779,2304,1133,681,380,0,0,0,0,72,1171
12780,2268,2208,1732,149,0,17,0,0,310,60
12781,202,192,192,0,0,0,0,0,0,10
12783,1409,1240,1103,109,0,0,0,0,28,169
12784,0,0,0,0,0,0,0,0,0,0
12785,1041,987,566,119,0,27,0,0,275,54
12786,568,524,423,19,0,0,0,82,0,44
12787,97,97,85,0,0,0,0,0,12,0
12788,2841,2431,1817,462,8,49,0,6,89,410
12789,2336,1750,1370,114,0,126,0,0,140,586
12790,4226,3884,3449,43,3,199,0,0,190,342
12791,690,615,607,0,0,0,0,0,8,75
12792,167,167,167,0,0,0,0,0,0,0
12801,14754,14120,13113,362,4,37,0,9,595,634
12803,8828,8629,8212,49,0,30,0,37,301,199
12804,27805,27052,25782,220,31,166,0,79,774,753
12808,201,201,194,0,0,5,0,0,2,0
12809,3612,3568,3438,10,4,10,0,21,85,44
12810,537,525,498,5,0,0,0,1,21,12
12811,225,225,224,0,0,0,0,0,1,0
12812,349,349,349,0,0,0,0,0,0,0
12814,1135,1135,1128,7,0,0,0,0,0,0
12815,1099,1099,1095,0,0,0,0,4,0,0
12816,4626,4433,4277,46,8,46,0,12,44,193
12817,1951,1951,1883,0,0,31,0,14,23,0
12819,286,286,266,0,0,0,0,0,20,0
12820,102,102,102,0,0,0,0,0,0,0
12821,2378,1932,764,1040,5,35,0,5,83,446
12822,6200,6068,5950,12,0,0,0,0,106,132
12823,502,502,480,0,0,9,0,0,13,0
12824,1088,1058,1034,14,0,0,0,0,10,30
12827,3673,3648,3443,26,7,8,23,33,108,25
12828,9590,9463,9082,42,99,26,0,0,214,127
12831,18318,17460,16849,86,8,211,13,21,272,858
12832,6486,6430,6184,112,6,7,0,0,121,56
12833,5233,5100,4799,28,0,101,0,0,172,133
12834,6261,6069,5852,35,1,84,0,30,67,192
12835,2545,2512,2384,9,3,0,0,6,110,33
12836,461,458,441,0,0,0,0,0,17,3
12837,879,878,847,0,0,0,0,0,31,1
12838,721,695,667,0,0,0,0,0,28,26
12839,13764,13289,12729,42,28,55,0,12,423,475
12841,95,95,95,0,0,0,0,0,0,0
12842,705,702,650,2,0,1,0,0,49,3
12843,678,678,663,10,0,0,0,0,5,0
12844,293,281,276,5,0,0,0,0,0,12
12845,4573,4362,4174,55,6,27,0,0,100,211
12846,3004,2980,2936,14,3,0,0,0,27,24
12847,687,651,597,15,3,15,0,0,21,36
12849,425,414,414,0,0,0,0,0,0,11
12850,2729,2707,2610,62,0,0,0,0,35,22
12851,319,319,295,3,8,0,0,0,13,0
12852,365,358,334,6,1,9,0,0,8,7
12853,1379,1354,1246,11,0,74,0,0,23,25
12854,98,98,98,0,0,0,0,0,0,0
12855,207,191,190,0,0,0,0,0,1,16
12856,313,313,313,0,0,0,0,0,0,0
12857,738,730,718,0,1,4,0,0,7,8
12858,146,146,139,0,0,0,2,0,5,0
12859,1855,1853,1726,39,0,0,0,39,49,2
12860,364,362,304,3,0,5,0,0,50,2
12861,556,556,526,0,0,5,0,4,21,0
12862,266,222,222,0,0,0,0,0,0,44
12863,883,883,883,0,0,0,0,0,0,0
12864,9,9,9,0,0,0,0,0,0,0
12865,3448,3345,3126,99,17,0,0,11,92,103
12866,38813,37341,33868,1041,9,989,0,199,1235,1472
12870,1690,1684,1634,6,0,0,0,7,37,6
12871,4197,4035,3882,109,0,4,0,2,38,162
12872,103,103,103,0,0,0,0,0,0,0
12873,875,834,784,6,0,0,0,0,44,41
12874,155,155,150,0,0,0,0,0,5,0
12878,767,716,696,14,0,0,0,0,6,51
12883,4797,4757,4700,0,0,0,0,0,57,40
12884,591,570,504,3,0,0,0,0,63,21
12885,4411,4301,3979,48,0,107,0,0,167,110
12886,231,226,190,14,0,0,0,0,22,5
12887,4720,4582,4157,11,3,5,0,21,385,138
12901,32431,31482,28685,985,153,876,31,42,710,949
12903,1705,1688,1583,5,9,58,0,0,33,17
12910,1886,1798,1589,154,0,22,0,0,33,88
12911,0,0,0,0,0,0,0,0,0,0
12912,1809,1772,1731,0,1,4,0,0,36,37
12913,1077,1068,1040,0,0,0,0,23,5,9
12914,876,876,832,0,21,0,0,0,23,0
12915,58,57,57,0,0,0,0,0,0,1
12916,2375,2352,2284,0,0,2,0,0,66,23
12917,1232,1209,1115,8,65,1,0,0,20,23
12918,2607,2514,2277,0,0,0,0,120,117,93
12919,2716,2674,2573,24,0,6,0,4,67,42
12920,2429,2343,2193,27,37,10,0,4,72,86
12921,2870,2810,2627,41,0,4,0,0,138,60
12922,37,37,36,0,1,0,0,0,0,0
12923,506,496,494,0,0,0,0,0,2,10
12924,325,325,323,0,0,0,0,0,2,0
12926,2325,2325,2224,13,49,0,0,0,39,0
12927,295,295,292,0,0,0,0,0,3,0
12928,1869,1749,1713,4,5,0,0,0,27,120
12929,3433,2928,1581,1290,14,9,0,27,7,505
12930,843,828,721,0,8,3,0,0,96,15
12932,1090,1067,987,38,0,0,0,0,42,23
12933,27,27,27,0,0,0,0,0,0,0
12934,1197,1167,1116,32,0,0,0,0,19,30
12935,1406,1400,1341,5,0,0,0,0,54,6
12936,671,667,646,0,0,0,0,2,19,4
12937,1464,1464,1228,0,166,3,0,27,40,0
12939,141,141,139,0,0,0,0,0,2,0
12941,1692,1650,1589,11,3,2,0,38,7,42
12942,516,509,502,0,0,7,0,0,0,7
12943,300,300,285,0,0,8,0,0,7,0
12944,3887,3822,3698,15,26,12,0,0,71,65
12945,528,528,528,0,0,0,0,0,0,0
12946,4774,4637,4474,37,0,25,8,37,56,137
12950,668,668,613,26,6,0,0,0,23,0
12952,265,260,194,3,0,0,0,10,53,5
12953,13323,12384,10853,1258,71,16,0,133,53,939
12955,345,345,339,0,0,0,0,0,6,0
12956,1248,1206,1132,52,11,0,0,0,11,42
12957,1647,1647,1636,0,1,0,0,0,10,0
12958,1829,1829,1829,0,0,0,0,0,0,0
12959,1618,1618,1608,0,0,0,0,0,10,0
12960,900,896,875,5,16,0,0,0,0,4
12961,97,97,21,0,0,0,0,76,0,0
12962,5051,5044,4991,12,0,36,0,0,5,7
12964,96,94,85,0,0,9,0,0,0,2
12965,272,272,258,0,0,11,0,0,3,0
12966,3152,3018,2946,0,2,14,0,17,39,134
12967,1226,1194,1166,1,0,4,0,0,23,32
12969,219,219,214,0,3,0,0,0,2,0
12970,937,916,832,19,8,44,0,0,13,21
12972,7049,6711,6385,126,0,78,0,4,118,338
12973,169,169,165,0,0,4,0,0,0,0
12974,2054,1964,1916,8,4,0,0,0,36,90
12975,210,210,182,6,0,6,0,1,15,0
12976,175,168,165,0,0,0,0,0,3,7
12977,1324,938,281,599,14,1,0,5,38,386
12978,256,251,251,0,0,0,0,0,0,5
12979,2534,2503,2393,6,4,29,0,8,63,31
12980,1118,1116,1021,0,2,0,0,0,93,2
12981,2397,2383,2360,0,0,0,0,0,23,14
12983,7336,7204,6813,201,41,29,0,5,115,132
12985,915,915,912,0,0,0,0,0,3,0
12986,5356,5288,5027,151,11,3,0,6,90,68
12987,152,152,150,0,0,0,0,0,2,0
12989,970,970,900,0,0,9,0,38,23,0
12992,3774,3681,3586,0,0,14,0,0,81,93
12993,1634,1627,1568,10,1,11,0,0,37,7
12996,1983,1958,1816,21,1,0,0,83,37,25
12997,1217,1206,1185,2,7,0,0,0,12,11
12998,294,294,282,0,11,0,0,0,1,0
13020,107,103,103,0,0,0,0,0,0,4
13021,37640,36542,32976,1214,39,394,0,143,1776,1098
13024,1380,1162,321,831,5,0,0,5,0,218
13026,1737,1621,1572,23,7,5,0,0,14,116
13027,35432,34116,31816,525,13,508,0,48,1206,1316
13028,809,776,746,0,0,0,0,0,30,33
13029,7878,7775,7292,0,0,10,0,0,473,103
13030,4008,3837,3576,27,0,85,0,5,144,171
13031,15741,15436,14602,107,3,257,0,37,430,305
13032,12902,12767,11586,269,150,34,0,14,714,135
13033,3661,3641,3476,0,6,22,0,20,117,20
13034,2022,1967,1861,9,1,16,8,19,53,55
13035,8476,8215,7790,172,2,82,0,25,144,261
13036,9020,8956,8721,11,6,3,0,0,215,64
13037,9669,9254,8879,23,33,24,0,23,272,415
13039,17033,16849,15877,171,24,441,0,0,336,184
13040,2620,2610,2542,0,8,0,0,26,34,10
13041,11902,11560,10109,382,4,310,0,0,755,342
13042,2012,2004,1950,0,0,2,0,0,52,8
13044,3026,2761,2686,0,1,0,0,0,74,265
13045,28157,26976,24920,850,16,392,0,224,574,1181
13051,37,37,37,0,0,0,0,0,0,0
13052,1763,1753,1734,0,1,0,0,0,18,10
13053,4717,4501,4058,67,0,183,0,32,161,216
13054,1218,1212,1209,0,3,0,0,0,0,6
13057,14329,14070,12810,324,41,341,28,24,502,259
13060,2731,2719,2407,0,0,50,0,0,262,12
13061,627,627,583,40,0,0,0,0,4,0
13062,212,212,212,0,0,0,0,0,0,0
13063,1696,1672,1606,0,7,50,0,0,9,24
13065,222,222,222,0,0,0,0,0,0,0
13066,12752,12367,11205,275,3,406,0,28,450,385
13068,4778,4721,4528,0,8,51,0,2,132,57
13069,23378,22631,21952,119,8,54,0,0,498,747
13071,864,823,750,0,0,36,0,0,37,41
