zcta5,inc_total,inc_10k,inc_15k,inc_25k,inc_35k,inc_50k,inc_75k,inc_100k,inc_150k,inc_200k,inc_200kplus,inc_mean,inc_avg,ins_total_pop,ins_total,ins_private,ins_public,no_ins_total,pov_families,pov_all
12458,948,2.2,7.2,13.5,14.3,8.9,16.9,10.9,9.3,9.9,7.0,58576,78799,2209,97.0,70.0,60.7,3.0,12.1,16.3
12459,35,0.0,0.0,0.0,22.9,0.0,0.0,20.0,28.6,0.0,28.6,103125,148023,68,100.0,100.0,41.2,0.0,0.0,0.0
12460,108,0.0,0.0,39.8,10.2,0.0,0.0,0.0,22.2,22.2,5.6,-,103938,215,100.0,53.5,55.8,0.0,22.9,30.2
12461,634,1.3,6.6,1.9,17.4,6.6,14.7,6.8,17.7,15.9,11.2,93081,147029,1371,96.1,54.5,60.8,3.9,11.8,20.0
12463,642,9.0,1.6,35.0,3.7,6.5,6.4,4.7,4.0,12.6,16.4,-,94302,1341,98.9,59.3,51.2,1.1,35.3,29.7
12464,572,19.2,11.4,7.7,0.0,5.6,25.7,9.4,10.1,3.1,7.7,57250,73628,1093,86.0,46.1,52.1,14.0,39.4,33.3
12465,195,17.4,8.2,0.0,0.0,4.6,19.5,12.3,7.2,7.2,23.6,80069,105801,384,94.0,58.9,49.0,6.0,0.0,14.3
12466,842,2.4,3.0,18.3,6.1,6.7,15.3,10.3,22.3,4.9,10.8,66667,119778,2070,94.5,62.2,51.9,5.5,14.1,16.6
12468,550,2.0,5.6,19.5,10.9,7.5,11.5,7.6,19.1,6.2,10.2,59722,98837,1325,95.8,61.4,56.3,4.2,10.2,19.8
12469,367,0.0,0.0,2.5,9.8,3.8,22.3,12.3,43.3,3.3,2.7,96250,95364,795,97.4,73.0,54.1,2.6,0.0,1.9
12470,234,0.0,4.7,12.8,0.0,10.7,11.1,18.8,28.6,8.5,4.7,79063,92389,778,98.2,73.4,34.1,1.8,0.0,2.4
12471,268,75.7,0.0,0.0,0.0,0.0,11.2,7.5,5.6,0.0,0.0,"2,500-",23014,268,24.3,18.7,5.6,75.7,-,75.7
12472,603,6.1,5.8,6.0,11.8,10.3,24.7,7.1,14.1,8.0,6.1,63795,91860,1177,89.8,67.2,30.6,10.2,5.5,11.4
12473,227,0.0,0.0,11.9,8.8,10.1,6.2,22.0,9.7,8.4,22.9,94353,117450,663,91.6,63.2,49.9,8.4,0.0,9.2
12474,428,7.9,0.9,7.9,6.1,19.4,23.8,11.7,12.6,1.6,7.9,51310,80106,856,98.1,80.1,46.4,1.9,4.4,8.4
12475,212,0.0,0.0,29.7,10.4,0.0,17.9,12.3,14.2,10.8,4.7,73882,74728,460,100.0,69.8,36.7,0.0,26.4,32.4
12477,8078,3.3,5.6,6.8,8.0,10.8,17.7,11.3,15.3,8.5,12.7,71094,107660,18531,96.2,69.7,43.3,3.8,1.4,7.0
12480,156,0.0,7.7,24.4,0.0,7.1,13.5,0.0,0.0,34.6,12.8,-,126976,324,100.0,78.4,39.2,0.0,7.5,10.5
12481,589,4.9,2.4,4.2,0.0,10.5,23.4,11.4,14.8,18.7,9.7,76616,114454,1493,79.7,49.8,43.7,20.3,6.1,9.8
12482,166,12.7,0.0,7.2,5.4,6.0,9.6,7.2,24.1,27.7,0.0,107941,94922,550,100.0,86.4,23.5,0.0,0.0,5.6
12483,41,51.2,0.0,0.0,0.0,0.0,0.0,29.3,19.5,0.0,0.0,"2,500-",51824,71,100.0,57.7,90.1,0.0,0.0,29.6
12484,1433,1.3,12.3,1.0,1.8,11.7,17.8,9.3,17.7,9.4,17.8,87321,133830,3373,99.4,67.7,48.0,0.6,6.2,10.4
12485,287,0.0,18.1,20.9,0.0,6.6,12.2,5.9,2.4,20.6,13.2,60885,105923,904,97.7,63.3,46.5,2.3,11.5,16.3
12486,643,8.1,0.0,9.0,1.6,4.2,15.7,19.0,22.4,13.7,6.4,86556,96593,1754,99.4,85.7,23.7,0.6,2.5,7.1
12487,1422,3.0,0.8,7.0,9.9,6.5,19.4,6.8,20.0,10.1,16.5,82500,116860,3935,95.1,64.7,46.1,4.9,5.1,15.0
12489,92,28.3,0.0,0.0,51.1,19.6,1.1,0.0,0.0,0.0,0.0,26852,24073,154,73.4,18.2,72.7,26.6,0.0,29.9
12490,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
12491,832,4.8,5.3,3.4,4.8,5.8,23.9,7.9,24.5,8.4,11.2,79861,109689,2044,98.2,58.8,57.9,1.8,15.2,17.0
12492,84,0.0,2.4,14.3,0.0,16.7,0.0,3.6,33.3,10.7,19.0,123333,170358,181,91.2,74.0,27.6,8.8,4.1,5.5
12493,76,0.0,0.0,0.0,0.0,77.6,0.0,0.0,0.0,0.0,22.4,-,149861,307,93.5,65.1,52.8,6.5,-,42.7
12494,374,0.0,0.0,3.2,0.0,13.1,0.0,7.2,58.6,13.4,4.5,135693,124602,865,98.3,82.7,24.9,1.7,0.0,0.0
12495,80,0.0,0.0,32.5,0.0,0.0,67.5,0.0,0.0,0.0,0.0,58571,48028,87,100.0,57.5,100.0,0.0,0.0,0.0
12496,503,2.0,2.2,8.9,6.6,12.5,15.5,14.9,12.7,9.7,14.9,82917,158371,1309,95.0,72.7,44.9,5.0,1.2,3.8
12498,2415,3.3,10.8,8.2,7.8,13.2,9.7,13.5,12.2,6.9,14.4,68438,123915,4580,97.5,64.7,59.1,2.5,6.5,14.7
12501,924,11.7,1.8,8.1,5.1,8.5,14.4,17.7,19.3,4.5,8.8,75221,111935,2108,79.8,60.6,37.8,20.2,7.1,11.7
12502,400,1.3,0.0,5.5,4.0,11.3,25.0,15.0,9.5,13.0,15.5,80278,139445,1147,99.7,69.6,42.7,0.3,2.2,11.3
12503,274,5.8,0.0,5.1,8.0,10.2,3.3,17.9,16.4,17.9,15.3,97000,135906,787,98.7,63.3,49.6,1.3,6.0,7.7
12504,0,-,-,-,-,-,-,-,-,-,-,-,-,1152,87.8,80.3,10.7,12.2,-,-
12507,79,0.0,7.6,11.4,0.0,0.0,16.5,10.1,46.8,0.0,7.6,107880,98975,238,100.0,86.1,22.7,0.0,0.0,3.2
12508,7855,5.3,2.7,5.7,6.3,8.5,16.8,9.0,21.1,11.9,12.6,87618,108607,17452,97.5,74.7,34.9,2.5,6.9,8.7
12512,86,0.0,0.0,0.0,0.0,0.0,25.6,51.2,0.0,10.5,12.8,93958,109443,184,95.1,62.0,33.2,4.9,0.0,0.0
12513,94,0.0,0.0,0.0,18.1,36.2,24.5,0.0,10.6,10.6,0.0,-,68310,154,100.0,51.3,70.8,0.0,0.0,0.0
12514,1266,3.3,1.2,2.2,14.2,5.5,8.7,10.0,12.4,10.6,31.8,120800,168174,2980,90.8,69.0,35.3,9.2,0.0,6.1
12515,536,0.0,0.0,12.7,6.5,19.6,9.1,2.2,11.0,27.6,11.2,-,108102,1567,98.7,81.2,31.9,1.3,0.0,2.8
12516,729,1.4,0.0,4.7,5.1,9.7,11.0,3.0,26.2,24.0,15.0,126164,160826,1859,99.0,77.8,43.9,1.0,0.0,8.6
12517,175,0.0,17.1,0.0,0.0,4.0,3.4,38.3,31.4,0.0,5.7,95250,109307,384,100.0,59.6,57.3,0.0,0.0,15.4
12518,2300,1.3,1.8,5.3,5.6,7.8,15.7,11.5,26.3,9.5,15.0,101117,119935,5828,97.4,83.0,31.4,2.6,3.3,4.7
12520,1226,1.2,0.0,2.9,5.1,5.5,7.7,16.8,23.2,15.8,21.7,118333,149272,3035,97.1,84.3,32.2,2.9,0.6,3.1
12521,722,3.0,1.0,6.5,0.0,13.2,21.9,9.8,16.5,12.3,15.8,86500,128690,1607,95.1,62.1,45.5,4.9,2.8,5.0
12522,1829,8.6,3.5,9.2,6.6,7.4,15.3,10.0,16.3,13.7,9.3,72215,94669,4775,95.1,69.2,38.1,4.9,11.6,13.1
12523,839,5.4,2.3,4.8,16.3,13.5,14.8,8.1,12.8,9.8,12.4,58188,93225,1978,99.0,71.2,46.9,1.0,11.3,14.0
12524,6617,4.8,2.1,4.5,6.8,7.1,15.0,14.9,20.4,10.8,13.5,90654,114495,14537,96.5,80.7,32.9,3.5,3.2,5.0
12525,651,3.5,7.1,0.8,3.7,11.1,14.0,12.4,19.8,8.6,19.0,98281,153753,1739,98.9,61.0,52.6,1.1,0.0,5.6
12526,1518,2.6,2.3,4.8,5.6,6.9,18.0,18.6,20.0,9.8,11.3,88938,111950,3519,96.4,73.3,40.6,3.6,3.3,8.1
12527,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-,N,16,100.0,100.0,0.0,0.0,0.0,0.0
12528,5502,5.5,1.5,6.2,6.2,10.2,14.9,10.9,17.0,14.2,13.4,84754,113708,12949,95.5,74.0,36.0,4.5,2.3,6.0
12529,1075,2.0,0.4,6.5,11.9,9.5,15.4,14.9,14.8,8.3,16.3,81172,147856,2296,94.0,65.7,50.9,6.0,4.0,8.9
12530,44,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,N,283,100.0,37.8,100.0,0.0,0.0,0.0
12531,971,0.0,0.0,4.0,0.9,15.1,10.7,10.8,16.4,14.5,27.5,134676,184985,2507,99.2,82.0,29.8,0.8,0.0,3.0
12533,8558,1.7,1.3,2.6,2.5,6.9,9.5,11.4,21.6,12.9,29.6,131167,171597,26194,96.0,83.5,26.9,4.0,3.5,4.4
12534,7524,4.9,4.7,10.2,8.6,9.8,12.6,13.5,17.5,8.3,10.0,72331,97900,17101,96.5,61.1,50.3,3.5,14.4,15.1
12538,5525,4.8,3.8,9.6,4.9,8.8,14.2,12.0,21.3,9.0,11.7,83288,103566,13959,95.7,74.0,39.5,4.3,6.9,11.7
12540,3075,2.4,1.7,1.3,1.8,10.1,16.1,9.5,23.7,9.2,24.1,112637,153762,9286,96.1,89.8,21.0,3.9,5.2,5.8
12542,2292,0.0,2.0,7.1,7.7,6.2,16.2,6.9,20.1,9.2,24.6,110047,147152,5489,95.6,78.2,34.6,4.4,3.5,4.8
12543,1336,10.3,1.4,8.8,3.3,8.2,7.5,16.9,29.4,5.2,9.0,90111,103780,3135,97.4,78.4,37.0,2.6,1.3,7.0
12544,15,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-,N,33,100.0,100.0,0.0,0.0,0.0,0.0
12545,2159,3.9,5.7,12.2,4.8,11.6,7.6,7.7,16.1,13.5,16.8,87083,160068,4430,96.0,69.7,43.4,4.0,3.3,11.6
12546,1181,14.7,1.4,5.4,3.1,11.8,10.2,11.3,12.3,11.9,17.9,79157,119028,2695,93.0,71.5,40.6,7.0,8.0,12.9
12547,1323,3.5,3.2,2.6,3.2,9.1,19.0,10.9,17.2,13.8,17.5,98375,127246,3277,93.7,72.6,32.0,6.3,9.6,16.5
12548,383,0.0,0.0,0.0,6.0,3.1,33.2,14.9,21.1,8.6,13.1,80521,109021,1069,95.7,76.3,38.3,4.3,0.0,7.6
12549,3648,6.7,2.2,4.4,2.8,7.5,8.3,10.5,28.2,9.2,20.2,112850,124913,10390,97.3,84.5,24.8,2.7,4.4,7.5
12550,20141,6.7,5.5,8.5,6.2,9.4,15.0,12.1,17.8,9.9,8.9,73148,94604,55161,91.6,59.0,43.7,8.4,13.4,16.3
12553,10121,2.3,3.2,6.8,4.4,10.5,12.6,11.5,19.0,15.5,14.2,96088,120669,27010,95.8,75.5,32.0,4.2,4.8,6.4
12561,6351,7.4,2.2,6.9,13.1,6.4,9.7,12.9,15.9,11.7,13.7,85539,112054,18048,96.8,75.6,35.8,3.2,7.7,22.8
12563,2248,1.6,1.3,6.8,2.1,11.3,18.9,11.3,15.4,15.0,16.2,95088,125657,7691,92.6,74.9,30.0,7.4,5.0,16.5
12564,2826,3.2,1.6,5.4,4.1,5.2,9.9,10.7,24.3,13.2,22.4,113026,151033,7585,97.5,81.0,31.0,2.5,2.4,4.6
12565,559,6.8,6.1,9.5,9.8,4.5,23.6,12.7,19.5,5.9,1.6,60848,73384,1472,92.9,50.8,50.7,7.1,10.5,13.4
12566,4238,2.1,2.3,4.3,3.3,5.8,15.8,16.8,19.7,14.4,15.6,99679,123907,12385,93.7,76.6,29.8,6.3,6.3,7.8
12567,1032,6.3,1.4,6.1,3.7,5.6,17.9,13.8,15.8,10.0,19.5,93571,148646,2347,96.6,75.4,46.7,3.4,3.8,10.0
12569,3879,3.4,0.4,3.7,5.9,6.2,15.1,13.4,20.8,16.9,14.2,105037,125120,9567,96.2,81.3,30.5,3.8,2.2,4.5
12570,2295,2.0,1.1,2.6,5.7,4.1,11.2,13.5,23.2,14.2,22.4,118552,163211,6923,97.5,80.2,28.8,2.5,5.0,5.8
12571,3688,4.0,1.4,5.1,4.4,5.0,11.7,10.4,24.8,9.4,23.9,112414,148087,9149,97.8,83.0,30.4,2.2,4.2,7.2
12572,4258,3.2,0.7,6.7,6.7,11.9,11.6,10.9,16.2,9.3,22.9,96163,145903,8861,97.5,75.5,44.0,2.5,3.2,8.7
12574,153,0.0,0.0,0.0,0.0,0.0,51.6,0.0,5.2,17.0,26.1,-,155275,293,100.0,96.9,51.2,0.0,0.0,0.0
12575,467,0.0,8.8,0.0,3.4,4.1,8.8,6.0,23.8,22.5,22.7,142104,147536,1584,91.7,72.5,27.5,8.3,8.9,8.5
12577,542,0.0,0.0,3.1,0.0,11.4,6.8,19.9,9.4,29.7,19.6,146731,149200,1552,99.5,84.5,27.2,0.5,3.7,6.3
12578,864,2.2,3.4,2.2,10.1,13.1,11.7,10.0,17.9,15.6,13.9,97386,141747,2125,96.0,70.9,39.4,4.0,5.8,8.7
12580,1730,0.7,0.6,2.0,8.6,8.7,14.4,10.6,17.1,16.8,20.6,110500,168701,4275,96.0,82.9,30.2,4.0,5.7,6.1
12581,866,3.1,2.2,4.4,9.9,11.8,12.4,11.4,20.6,7.2,17.1,86184,127003,2036,95.0,68.9,45.0,5.0,12.1,15.8
12582,1556,0.0,0.7,1.3,2.6,5.9,8.6,15.4,22.7,17.2,25.5,128720,152460,4481,97.6,87.2,23.0,2.4,2.3,3.3
12583,734,6.5,5.9,10.6,9.8,6.8,6.3,15.4,18.3,9.7,10.8,79583,102161,1832,94.5,71.3,35.6,5.5,4.4,19.2
12585,393,0.0,9.9,5.1,2.0,3.8,22.1,16.5,18.1,9.7,12.7,91058,118841,842,96.8,70.5,37.3,3.2,14.2,25.4
12586,4627,5.2,7.5,4.8,6.4,10.3,10.9,11.6,20.5,13.0,9.9,83125,97673,12770,95.6,64.3,43.3,4.4,7.5,13.2
12589,5291,5.2,0.7,3.6,2.5,10.2,11.2,8.7,26.9,13.6,17.3,112862,121172,18617,82.9,61.7,29.5,17.1,5.9,26.3
12590,14527,2.2,0.9,4.4,5.1,7.7,17.5,11.5,23.1,12.9,14.8,102212,119976,36610,96.5,77.9,34.4,3.5,2.5,5.6
12592,450,0.0,6.7,0.0,25.6,11.6,14.2,11.1,11.8,4.4,14.7,67857,120742,1426,93.5,55.7,48.0,6.5,19.4,24.4
12594,1684,10.4,0.3,2.9,3.4,9.2,13.5,13.9,11.5,23.6,11.4,92798,110722,4117,96.2,74.3,35.4,3.8,7.0,15.5
12601,16935,7.4,4.5,10.4,10.1,11.1,16.1,10.3,14.3,7.5,8.3,59652,95704,42919,92.7,64.6,40.2,7.3,11.5,15.8
12603,16848,4.0,2.5,3.3,3.6,12.6,12.8,10.9,21.1,14.6,14.7,100761,121138,41975,96.8,78.4,33.9,3.2,4.8,7.2
12604,52,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,N,1978,91.0,83.1,10.5,9.0,-,100.0
12701,4726,5.0,8.5,11.9,8.2,14.2,17.1,11.8,9.0,7.9,6.5,52244,73540,12120,93.7,54.8,52.5,6.3,18.9,19.1
12719,553,2.5,0.0,2.7,6.9,12.3,34.5,8.0,19.0,10.5,3.6,73232,98558,1132,96.6,63.0,51.1,3.4,0.0,10.3
12720,48,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,18.8,64.6,"250,000+",256125,274,100.0,91.2,29.2,0.0,0.0,0.0
12721,2402,4.3,3.7,7.4,4.8,7.6,12.9,15.5,19.2,15.4,9.0,86026,101453,7847,95.8,63.6,40.9,4.2,11.7,16.1
12722,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
12723,809,0.0,1.4,8.4,7.0,11.5,19.9,6.4,31.8,6.8,6.8,77417,99301,1775,95.4,71.8,41.0,4.6,6.0,13.2
12724,40,15.0,0.0,0.0,0.0,0.0,0.0,42.5,10.0,0.0,32.5,-,136650,78,100.0,80.8,35.9,0.0,0.0,7.7
12725,81,0.0,0.0,12.3,3.7,2.5,7.4,27.2,30.9,0.0,16.0,86607,102184,323,91.0,52.6,46.7,9.0,16.0,40.9
12726,595,14.3,0.0,5.4,5.9,11.9,24.5,10.6,13.1,7.7,6.6,70798,79694,1357,98.3,76.6,57.2,1.7,11.4,21.7
12729,580,2.1,7.6,10.5,0.0,4.0,27.8,12.8,17.8,11.4,6.2,65385,91701,1382,89.5,48.3,58.5,10.5,7.6,8.2
12732,462,7.8,1.5,9.3,29.7,5.6,19.5,5.4,7.8,4.1,9.3,45909,90745,830,99.4,70.5,48.9,0.6,0.0,5.2
12733,97,0.0,10.3,30.9,15.5,10.3,27.8,0.0,0.0,0.0,5.2,32679,45095,721,100.0,24.5,89.2,0.0,81.5,81.0
12734,403,5.2,8.4,18.4,5.0,2.0,27.3,22.6,1.7,9.4,0.0,51766,61506,1013,95.0,60.0,50.4,5.0,27.3,27.4
12736,78,20.5,0.0,5.1,7.7,39.7,10.3,2.6,0.0,0.0,14.1,41048,61544,122,97.5,80.3,70.5,2.5,0.0,13.1
12737,569,4.6,1.9,1.8,3.5,4.6,16.3,17.8,19.7,14.9,14.9,99219,113395,1625,96.7,71.3,37.4,3.3,7.5,10.9
12738,104,0.0,0.0,0.0,0.0,0.0,60.6,26.9,0.0,0.0,12.5,68854,93766,359,86.1,63.0,26.5,13.9,0.0,2.8
12740,726,1.7,1.4,1.5,12.3,9.2,20.8,16.5,8.5,21.1,7.0,83571,110161,1691,99.3,78.7,35.2,0.7,8.1,9.3
12741,99,23.2,0.0,4.0,0.0,38.4,8.1,21.2,2.0,3.0,0.0,43281,49533,168,88.1,73.8,43.5,11.9,50.0,20.8
12742,88,3.4,0.0,6.8,0.0,13.6,21.6,0.0,34.1,1.1,19.3,103611,144151,194,100.0,64.9,64.9,0.0,0.0,13.4
12743,142,0.0,0.0,0.0,0.0,4.2,16.9,26.8,7.7,6.3,38.0,-,541744,310,100.0,70.6,47.7,0.0,0.0,1.0
12745,5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,N,5,100.0,100.0,100.0,0.0,-,0.0
12746,244,4.1,0.0,4.1,11.5,7.0,28.7,7.0,13.5,18.4,5.7,69500,95501,600,85.0,44.8,55.0,15.0,7.9,6.3
12747,786,1.8,4.3,17.4,6.1,18.2,11.5,23.9,7.9,0.6,8.3,55588,105113,2000,96.4,46.4,62.3,3.6,7.4,11.9
12748,778,3.5,3.6,7.3,7.7,15.3,10.5,14.1,14.1,8.7,15.0,78351,102635,1749,95.0,69.4,42.0,5.0,6.4,15.7
12749,143,0.0,6.3,23.8,0.0,0.0,0.0,4.2,17.5,42.0,6.3,-,116338,538,96.5,59.9,52.8,3.5,15.7,12.6
12750,28,0.0,0.0,0.0,14.3,71.4,0.0,0.0,14.3,0.0,0.0,38529,49421,36,100.0,77.8,80.6,0.0,0.0,0.0
12751,393,0.0,13.0,12.7,10.7,12.7,38.2,0.0,6.6,0.0,6.1,50972,60814,1151,98.0,24.7,87.4,2.0,46.7,46.7
12752,167,0.0,10.2,1.8,23.4,11.4,12.0,7.8,1.8,31.7,0.0,-,84510,302,98.7,71.9,47.0,1.3,0.0,5.6
12754,2634,6.2,9.3,5.3,8.4,20.7,17.2,12.5,11.3,5.5,3.6,50081,66910,7578,81.4,50.5,40.9,18.6,10.8,14.1
12758,1964,3.2,8.4,9.8,7.6,16.3,10.7,13.1,17.3,3.4,10.3,58750,87359,3843,94.0,72.6,41.6,6.0,4.4,11.0
12759,608,5.8,0.0,13.5,18.1,15.3,24.7,6.4,8.7,0.0,7.6,44598,63271,2145,97.4,48.8,56.0,2.6,15.5,32.1
12760,206,0.0,0.0,5.8,1.5,22.3,7.3,25.2,20.9,7.3,9.7,85300,94810,425,92.7,74.1,43.8,7.3,0.0,0.0
12762,123,0.0,0.0,5.7,9.8,33.3,4.1,38.2,8.9,0.0,0.0,-,61904,350,79.1,57.7,34.3,20.9,0.0,9.7
12763,305,2.3,0.0,31.1,19.7,2.0,9.8,22.3,5.6,3.3,3.9,-,60214,470,95.3,54.7,58.9,4.7,0.0,4.0
12764,835,0.7,2.6,5.4,17.4,11.9,20.6,11.0,14.6,9.3,6.5,56828,93927,1713,97.6,69.1,44.4,2.4,4.1,10.2
12765,378,0.0,0.0,7.9,27.0,1.9,6.9,9.3,33.9,1.1,12.2,89500,99689,891,94.2,76.2,26.8,5.8,6.4,5.2
12766,293,0.0,6.1,0.0,0.0,17.1,30.0,18.1,0.0,9.9,18.8,72625,121157,658,97.7,66.0,60.6,2.3,0.0,5.5
12767,74,0.0,0.0,0.0,40.5,4.1,33.8,0.0,4.1,17.6,0.0,53611,66772,225,100.0,100.0,4.4,0.0,0.0,0.0
12768,326,9.8,0.0,6.1,21.8,26.7,14.7,6.7,0.0,7.1,7.1,47552,74638,866,100.0,48.8,77.8,0.0,11.8,22.6
12769,170,0.0,8.8,0.0,0.0,46.5,11.2,0.0,12.4,0.0,21.2,-,88392,363,100.0,76.9,55.9,0.0,0.0,16.0
12770,86,4.7,0.0,0.0,0.0,22.1,9.3,16.3,33.7,0.0,14.0,94286,134379,180,100.0,88.9,16.7,0.0,0.0,2.2
12771,5484,3.4,7.4,12.5,12.1,8.4,15.7,9.5,19.2,7.3,4.4,59141,76004,14363,95.7,63.7,45.7,4.3,15.4,17.7
12775,943,2.9,1.2,1.5,1.9,3.2,19.9,11.8,21.7,10.7,25.2,109010,207033,2465,97.4,84.1,47.6,2.6,3.8,4.5
12776,760,2.0,1.7,7.2,9.2,15.7,14.9,16.6,12.6,7.1,13.0,71905,97090,2002,99.8,65.7,56.7,0.2,6.3,7.3
12777,346,0.9,0.0,9.8,2.3,4.0,3.2,12.1,17.1,13.3,37.3,151667,195440,837,94.1,79.0,37.8,5.9,4.6,5.6
12778,205,20.5,5.4,12.2,0.0,0.0,30.7,19.0,7.3,0.0,4.9,63472,65999,402,100.0,96.5,43.0,0.0,35.0,37.8
12779,849,7.3,17.1,0.4,14.5,12.1,11.2,11.0,16.8,0.0,9.7,-,84616,2304,92.6,47.8,53.3,7.4,11.1,23.4
12780,997,2.0,5.0,0.0,13.3,16.9,23.6,12.9,6.0,14.6,5.6,57466,90746,2268,96.4,59.1,48.0,3.6,3.0,6.0
12781,86,0.0,0.0,0.0,39.5,0.0,37.2,11.6,0.0,0.0,11.6,61250,70905,202,100.0,54.0,46.0,0.0,0.0,0.0
12783,639,10.3,0.9,13.8,3.6,9.7,11.3,9.1,29.0,5.6,6.7,78125,83116,1409,94.9,61.0,54.5,5.1,17.0,19.1
12784,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
12785,330,0.0,0.0,0.0,0.0,2.1,16.7,12.7,63.6,4.8,0.0,130127,114435,1041,97.4,90.7,11.9,2.6,0.0,1.1
12786,274,0.0,0.0,0.0,0.0,30.3,12.8,13.9,17.9,13.1,12.0,78750,107526,568,100.0,90.7,59.0,0.0,0.0,2.1
12787,66,13.6,4.5,0.0,30.3,0.0,40.9,0.0,0.0,10.6,0.0,55093,51008,97,100.0,96.9,47.4,0.0,0.0,12.4
12788,845,7.7,0.8,0.8,14.6,9.7,17.4,7.1,19.3,7.9,14.7,72875,105207,2091,93.9,67.4,37.5,6.1,9.2,11.0
12789,932,1.8,3.0,6.0,3.2,11.7,25.4,16.1,23.8,2.7,6.2,71813,91082,2331,97.9,70.5,39.0,2.1,2.4,4.0
12790,1789,1.6,3.5,11.1,4.8,8.0,20.0,15.0,14.5,15.0,6.5,77216,101739,4222,98.4,68.4,50.3,1.6,6.5,8.0
12791,230,5.7,0.0,11.3,5.7,0.0,23.5,39.1,5.7,0.0,9.1,80336,81390,690,66.1,40.0,33.6,33.9,13.5,6.1
12792,85,0.0,0.0,0.0,25.9,9.4,8.2,27.1,11.8,0.0,17.6,95250,129360,167,100.0,95.8,26.3,0.0,0.0,0.0
12801,6680,5.6,4.0,9.3,9.4,9.9,20.3,14.1,16.9,4.7,5.7,64665,79716,14530,93.2,65.0,40.4,6.8,6.3,11.5
12803,3764,3.1,4.6,8.4,4.1,12.2,15.2,17.8,18.0,9.6,6.8,84074,99447,8818,96.6,75.4,41.0,3.4,9.3,11.8
12804,12266,3.0,1.6,6.7,6.1,10.1,16.2,13.7,18.3,12.2,12.0,87589,113335,27545,97.9,80.9,37.8,2.1,4.6,7.2
12808,108,0.0,0.0,12.0,0.0,7.4,7.4,13.9,41.7,3.7,13.9,127885,121233,201,97.5,78.6,47.8,2.5,0.0,2.5
12809,1430,2.8,2.4,10.8,8.1,11.9,19.7,12.9,19.0,10.8,1.5,63750,79398,3494,92.3,61.6,45.3,7.7,9.4,8.8
12810,215,5.6,0.5,8.4,7.0,16.3,19.5,13.0,8.4,14.0,7.4,68393,86775,537,97.6,58.1,58.8,2.4,11.8,15.6
12811,84,0.0,0.0,7.1,2.4,44.0,7.1,31.0,8.3,0.0,0.0,49531,66063,225,100.0,67.6,72.0,0.0,0.0,5.3
12812,54,0.0,0.0,0.0,1.9,3.7,0.0,3.7,0.0,87.0,3.7,183047,172378,349,100.0,97.7,26.9,0.0,0.0,0.0
12814,635,0.0,3.3,5.7,8.3,12.1,13.7,6.9,35.0,7.2,7.7,97321,109870,1135,85.6,66.2,51.1,14.4,5.4,7.2
12815,552,4.0,2.2,8.2,13.4,12.3,21.6,7.8,15.2,9.4,6.0,65962,83376,1099,96.7,77.4,44.6,3.3,6.4,9.9
12816,2009,4.3,3.4,10.1,9.6,10.2,16.8,14.8,19.0,4.8,7.2,70260,88372,4626,95.2,70.1,42.2,4.8,5.6,9.9
12817,921,4.0,2.5,3.1,5.4,12.5,22.8,16.3,21.6,7.3,4.5,72813,87879,1951,93.5,75.8,50.6,6.5,2.9,6.7
12819,111,2.7,4.5,6.3,8.1,12.6,20.7,12.6,26.1,0.0,6.3,59766,84002,286,88.5,61.9,46.5,11.5,3.7,3.8
12820,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-,N,102,100.0,100.0,0.0,0.0,0.0,0.0
12821,122,0.0,9.0,0.0,63.1,8.2,5.7,7.4,6.6,0.0,0.0,29732,42618,331,97.9,30.5,91.2,2.1,11.8,23.9
12822,2396,4.9,0.9,5.7,8.1,10.8,19.6,18.8,19.7,6.3,5.2,75000,86489,6189,96.0,66.7,46.9,4.0,9.7,11.3
12823,166,0.0,0.0,7.2,0.0,0.0,10.8,3.0,71.1,7.8,0.0,112317,107765,502,98.2,90.0,8.2,1.8,0.0,0.0
12824,482,0.0,0.0,4.8,11.2,6.4,12.0,7.1,22.6,17.4,18.5,103929,149867,1088,99.5,77.2,45.0,0.5,0.0,2.2
12827,1463,2.1,1.8,9.2,11.3,5.0,14.0,20.2,22.9,6.6,6.9,80705,91141,3673,97.0,72.6,40.6,3.0,3.8,4.3
12828,3875,2.3,4.4,3.6,9.2,10.9,21.7,11.6,18.9,9.8,7.7,71339,94757,9426,98.2,71.8,39.5,1.8,8.3,10.7
12831,6968,2.3,0.5,7.3,4.5,9.4,16.5,11.2,19.4,14.1,14.8,97990,115706,18178,95.8,83.0,27.6,4.2,2.6,3.9
